index,age,begin_month,car,career,cluster,days_income,days_unemployed,edu_type,email,family_size,family_type,gender,house_type,income_per,income_total,income_type,month_birth,month_unemployed,occyp_type,phone,reality,week_birth,week_unemployed,work_phone,credit
5164,31,34.0,1,0,9,7.725321888412017,11370,1,1,2.0,1,1,2,45000.0,90000.0,2,11.0,7.0,8,2,2,0.0,0.0,2,1.0
5165,50,0.0,1,19,6,7.82336578581363,11308,3,1,1.0,4,1,2,202500.0,202500.0,2,7.0,4.0,6,1,2,0.0,3.0,1,1.0
5166,33,10.0,1,6,31,7.539793353811785,9872,2,1,2.0,2,1,2,54000.0,108000.0,1,7.0,5.0,4,1,2,0.0,2.0,2,2.0
5167,31,5.0,1,4,15,19.156346749226007,9840,2,2,3.0,2,1,2,82500.0,247500.0,1,7.0,4.0,2,1,2,1.0,1.0,1,0.0
5168,42,34.0,1,8,4,15.83746600543913,12285,2,1,1.0,4,1,5,297000.0,297000.0,1,1.0,1.0,2,1,2,1.0,3.0,1,1.0
5169,52,30.0,2,6,16,6.6586516230463335,16914,1,1,2.0,1,2,2,72000.0,144000.0,1,6.0,11.0,3,2,2,0.0,0.0,1,2.0
5170,55,24.0,2,0,16,6.699086939261612,20152,2,1,2.0,1,1,2,67500.0,135000.0,4,11.0,11.0,10,2,2,2.0,2.0,1,2.0
5171,49,16.0,2,9,16,6.252026119575788,14625,2,1,2.0,1,2,2,67500.0,135000.0,2,3.0,7.0,7,1,1,3.0,1.0,1,0.0
5172,52,29.0,1,23,16,4.873470271831342,10805,2,1,2.0,1,1,2,67500.0,135000.0,2,5.0,0.0,1,1,2,2.0,3.0,1,2.0
5173,47,36.0,1,3,32,8.57422831945125,16155,2,1,3.0,1,1,2,52500.0,157500.0,2,11.0,10.0,4,2,2,2.0,3.0,2,2.0
5174,63,30.0,1,0,16,5.864210937839364,23021,2,1,2.0,1,1,2,67500.0,135000.0,4,11.0,11.0,10,1,2,0.0,0.0,1,2.0
5175,52,27.0,1,28,17,12.178619756427604,8580,2,1,2.0,1,1,2,180000.0,360000.0,3,11.0,10.0,9,1,2,0.0,1.0,1,2.0
5176,36,38.0,1,6,23,11.320042764605999,11067,1,1,2.0,1,2,3,90000.0,180000.0,2,5.0,8.0,5,2,1,2.0,1.0,2,2.0
5177,35,28.0,2,4,20,12.313585989875495,11232,1,2,3.0,1,2,2,60000.0,180000.0,1,10.0,2.0,18,1,1,2.0,0.0,1,2.0
5178,50,37.0,1,9,35,3.0720917531403606,15208,2,1,2.0,1,1,2,33750.0,67500.0,2,7.0,2.0,2,2,1,3.0,0.0,1,1.0
5179,29,13.0,2,8,32,10.442349528643945,7528,2,1,3.0,1,2,6,48000.0,144000.0,3,7.0,10.0,3,2,2,2.0,3.0,2,2.0
5180,46,31.0,1,1,31,6.489386248269497,16478,1,1,2.0,1,1,2,56250.0,112500.0,3,11.0,9.0,16,1,2,3.0,2.0,1,2.0
5181,30,21.0,1,3,9,7.394626571358146,9743,2,1,2.0,1,1,2,45000.0,90000.0,2,5.0,0.0,15,1,1,1.0,3.0,1,0.0
5182,51,36.0,2,16,23,7.252508159071679,12857,1,1,2.0,3,1,2,90000.0,180000.0,2,3.0,8.0,3,1,2,3.0,0.0,1,2.0
5183,44,53.0,1,24,33,6.811934828506553,7379,2,1,1.0,3,1,6,171000.0,171000.0,2,1.0,5.0,7,1,1,0.0,2.0,2,2.0
5184,34,33.0,2,4,35,5.427841634738186,10832,1,1,4.0,1,1,2,19125.0,76500.0,2,7.0,1.0,1,2,2,0.0,3.0,1,2.0
5185,45,48.0,1,1,9,5.267470443638066,16052,2,1,2.0,2,1,2,45000.0,90000.0,2,0.0,7.0,2,1,2,3.0,1.0,1,2.0
5186,63,45.0,1,0,23,7.73561390691478,23269,2,1,2.0,1,1,2,90000.0,180000.0,4,7.0,7.0,10,2,2,0.0,0.0,1,2.0
5187,57,31.0,1,0,30,9.575373557783243,21148,1,1,2.0,1,1,2,101250.0,202500.0,4,8.0,8.0,10,2,2,1.0,1.0,1,2.0
5188,61,1.0,1,0,16,6.044866341288676,22333,2,1,2.0,1,1,2,67500.0,135000.0,4,0.0,0.0,10,1,1,2.0,2.0,1,1.0
5189,55,43.0,1,9,5,6.638846737481032,16592,2,1,2.0,1,1,2,78750.0,157500.0,1,11.0,1.0,3,1,2,3.0,2.0,1,1.0
5190,40,20.0,2,2,2,14.54898157129001,13869,2,1,2.0,1,1,2,112500.0,225000.0,2,8.0,6.0,3,1,1,3.0,1.0,2,2.0
5191,58,52.0,2,0,16,6.374238632607772,21179,1,1,2.0,1,1,2,67500.0,135000.0,4,9.0,9.0,10,1,2,1.0,1.0,1,2.0
5192,26,39.0,1,0,2,22.812531684071782,9673,2,1,2.0,1,1,2,112500.0,225000.0,2,1.0,10.0,1,1,1,3.0,1.0,1,1.0
5193,43,15.0,1,9,31,5.872833576947171,12548,2,1,2.0,1,2,2,56250.0,112500.0,2,0.0,10.0,2,1,2,0.0,0.0,1,2.0
5194,58,24.0,1,12,8,17.214996174445293,16820,2,1,2.0,1,1,2,225000.0,450000.0,2,8.0,8.0,1,1,2,0.0,2.0,2,2.0
5195,47,41.0,1,4,17,19.164226776683524,15535,2,2,2.0,1,2,2,180000.0,360000.0,2,8.0,1.0,3,2,2,3.0,3.0,1,2.0
5196,30,37.0,1,4,5,12.422115308778295,9427,2,1,2.0,1,2,2,78750.0,157500.0,2,8.0,2.0,2,1,2,3.0,2.0,1,2.0
5197,31,7.0,2,12,16,8.38353101906477,6777,2,1,2.0,1,2,2,67500.0,135000.0,1,9.0,9.0,5,1,1,2.0,0.0,1,0.0
5198,31,23.0,2,13,0,8.083348302496857,6589,1,1,4.0,1,2,3,33750.0,135000.0,2,4.0,3.0,2,2,1,3.0,1.0,1,2.0
5199,56,36.0,1,0,19,5.478184651343981,20536,2,1,1.0,5,1,2,112500.0,112500.0,4,0.0,0.0,10,1,2,1.0,1.0,1,2.0
5200,47,55.0,1,10,31,5.30985981970076,13799,2,2,2.0,1,1,2,56250.0,112500.0,3,7.0,3.0,8,1,2,3.0,3.0,1,2.0
5201,45,31.0,2,22,16,5.425608873884736,8128,2,1,2.0,2,1,2,67500.0,135000.0,2,10.0,6.0,2,1,2,1.0,1.0,1,2.0
5202,37,7.0,2,11,32,7.442527151441645,9401,2,1,3.0,1,1,2,45000.0,135000.0,2,3.0,1.0,4,1,2,3.0,3.0,1,2.0
5203,43,60.0,2,6,5,8.693492300049677,13287,2,1,2.0,1,2,2,78750.0,157500.0,2,7.0,10.0,7,1,2,3.0,2.0,1,2.0
5204,55,56.0,1,8,16,5.770957123925961,17209,2,1,2.0,1,1,2,67500.0,135000.0,2,4.0,9.0,3,2,2,0.0,2.0,2,2.0
5205,26,37.0,2,4,32,11.99893342813972,8285,2,2,3.0,1,2,2,45000.0,135000.0,2,1.0,0.0,4,1,2,3.0,3.0,2,2.0
5206,28,24.0,1,6,16,10.570824524312897,8125,2,2,2.0,1,2,5,67500.0,135000.0,3,0.0,6.0,1,1,2,0.0,0.0,2,1.0
5207,45,8.0,1,1,9,5.243838489774515,15755,2,1,2.0,2,2,2,45000.0,90000.0,1,8.0,9.0,19,1,2,3.0,2.0,2,0.0
5208,34,49.0,1,4,26,15.743073047858942,10996,1,1,4.0,1,1,2,56250.0,225000.0,2,1.0,6.0,9,2,2,2.0,2.0,2,2.0
5209,27,13.0,1,1,16,12.555803571428571,9554,3,1,2.0,3,1,2,67500.0,135000.0,2,2.0,6.0,4,1,2,2.0,0.0,1,2.0
5210,35,23.0,1,0,23,13.547076089410702,12605,1,2,2.0,2,1,2,90000.0,180000.0,1,11.0,0.0,4,2,2,1.0,0.0,1,2.0
5211,33,9.0,2,3,34,16.660496112550906,10645,2,1,1.0,4,1,2,225000.0,225000.0,1,6.0,6.0,5,2,2,1.0,0.0,1,1.0
5212,34,11.0,1,1,16,10.312428385913988,11801,2,1,2.0,1,1,2,67500.0,135000.0,2,6.0,9.0,6,1,2,2.0,1.0,1,0.0
5213,58,46.0,1,0,33,7.197967632668423,21256,2,1,1.0,5,1,2,153000.0,153000.0,4,0.0,0.0,10,1,2,0.0,0.0,1,1.0
5214,41,55.0,2,9,0,6.0922776995559405,11882,2,1,3.0,1,1,2,37500.0,112500.0,2,1.0,0.0,4,1,2,3.0,1.0,2,0.0
5215,61,10.0,1,1,30,8.849364156797623,21753,2,1,2.0,1,1,2,101250.0,202500.0,2,11.0,5.0,13,1,2,0.0,3.0,1,1.0
5216,39,29.0,2,5,34,13.737941140554403,12212,2,1,1.0,4,2,2,225000.0,225000.0,2,8.0,11.0,2,2,2,2.0,0.0,2,2.0
5217,61,55.0,1,0,35,2.2052927024859663,22446,2,1,2.0,1,1,2,24750.0,49500.0,4,4.0,4.0,10,1,2,2.0,2.0,1,2.0
5218,60,27.0,1,0,9,4.049493813273341,22225,2,1,2.0,1,1,2,45000.0,90000.0,4,8.0,8.0,10,1,2,3.0,3.0,1,2.0
5219,36,45.0,2,2,0,8.83838383838384,12090,2,1,3.0,2,1,2,42000.0,126000.0,2,7.0,7.0,4,1,2,1.0,3.0,2,2.0
5220,52,53.0,2,9,16,5.969489277028521,15401,2,1,2.0,1,2,2,67500.0,135000.0,1,9.0,9.0,3,1,2,3.0,0.0,1,2.0
5221,39,51.0,1,9,16,8.029889031394635,10921,2,1,2.0,4,1,5,72000.0,144000.0,2,0.0,4.0,5,2,1,1.0,0.0,2,2.0
5222,36,3.0,2,2,0,7.929794882639036,12143,2,1,3.0,2,2,2,37500.0,112500.0,2,6.0,8.0,7,1,2,0.0,2.0,1,1.0
5223,24,37.0,2,1,24,27.269877755720405,8223,3,1,2.0,2,2,3,130500.0,261000.0,1,8.0,10.0,4,1,1,3.0,2.0,1,2.0
5224,47,48.0,1,3,31,6.024418978258542,16270,1,1,2.0,1,1,2,56250.0,112500.0,1,6.0,2.0,1,2,2,0.0,0.0,2,2.0
5225,57,31.0,1,4,11,5.978742249778565,19278,2,1,1.0,5,1,2,135000.0,135000.0,2,1.0,6.0,8,1,2,1.0,2.0,1,1.0
5226,33,13.0,1,0,19,8.959859827970691,12182,2,1,1.0,3,1,2,112500.0,112500.0,2,4.0,10.0,6,1,1,3.0,0.0,1,2.0
5227,43,8.0,1,4,9,5.173900546133947,14323,1,1,2.0,1,1,5,45000.0,90000.0,3,0.0,9.0,6,1,1,1.0,2.0,1,2.0
5228,51,24.0,1,0,20,9.484166710574845,18979,1,1,3.0,1,1,2,60000.0,180000.0,4,8.0,8.0,10,2,2,3.0,3.0,1,1.0
5229,67,47.0,1,0,35,2.390389408736158,24473,2,1,2.0,1,1,2,29250.0,58500.0,4,11.0,11.0,10,2,2,0.0,0.0,1,2.0
5230,36,52.0,1,14,20,10.83641033873816,8279,4,2,4.0,1,1,2,50625.0,202500.0,2,5.0,11.0,2,1,2,2.0,2.0,1,1.0
5231,52,60.0,1,3,10,15.438906043228936,17957,2,1,2.0,1,1,2,157500.0,315000.0,2,3.0,10.0,1,2,2,0.0,1.0,2,2.0
5232,49,16.0,1,11,19,4.492240675197387,13866,2,1,1.0,3,2,2,99000.0,99000.0,2,10.0,6.0,1,1,2,0.0,0.0,1,2.0
5233,61,53.0,1,0,21,11.082751209027405,22332,2,1,1.0,5,1,2,247500.0,247500.0,4,0.0,0.0,10,1,2,2.0,2.0,1,2.0
5234,26,9.0,1,3,21,22.29528871272858,8333,1,1,1.0,4,1,6,247500.0,247500.0,1,11.0,1.0,4,1,2,0.0,2.0,1,2.0
5235,32,23.0,2,2,23,14.127619496114905,10757,2,1,2.0,1,1,2,90000.0,180000.0,2,7.0,10.0,8,1,2,2.0,0.0,1,2.0
5236,38,45.0,1,18,22,32.06803173547437,7277,2,1,4.0,1,2,2,168750.0,675000.0,3,4.0,2.0,7,2,2,3.0,3.0,1,1.0
5237,40,22.0,2,12,18,22.997904635355447,10181,2,1,4.0,1,1,2,112500.0,450000.0,2,3.0,3.0,6,1,2,0.0,2.0,1,2.0
5238,64,17.0,2,0,6,7.861261872455902,23584,2,1,1.0,5,1,2,185400.0,185400.0,4,6.0,6.0,10,1,2,1.0,1.0,1,2.0
5239,36,50.0,2,18,31,5.602868668758404,6801,2,1,2.0,1,2,2,56250.0,112500.0,2,4.0,10.0,6,1,2,0.0,3.0,1,2.0
5240,47,6.0,2,12,9,4.0923972353583125,12820,2,1,2.0,1,2,2,45000.0,90000.0,2,4.0,7.0,1,1,2,2.0,3.0,1,2.0
5241,33,54.0,2,3,0,9.430431853903151,11167,2,1,5.0,1,1,2,25200.0,126000.0,1,0.0,0.0,2,1,2,0.0,3.0,1,2.0
5242,33,29.0,1,7,34,15.216068167985393,9603,1,1,1.0,4,1,2,225000.0,225000.0,2,10.0,8.0,3,2,2,2.0,3.0,1,2.0
5243,37,24.0,2,7,35,3.52218676621109,10973,2,1,3.0,1,2,2,19500.0,58500.0,2,3.0,5.0,7,2,2,2.0,3.0,2,2.0
5244,27,9.0,1,1,31,10.358162231838689,9453,3,1,2.0,1,1,3,56250.0,112500.0,2,2.0,3.0,4,1,1,3.0,2.0,1,2.0
5245,58,60.0,1,0,33,7.3266037121458805,21497,2,1,1.0,5,1,2,157500.0,157500.0,4,8.0,8.0,10,1,2,3.0,3.0,1,2.0
5246,49,46.0,2,8,6,9.572657653398885,15032,2,1,1.0,4,2,2,202500.0,202500.0,2,3.0,9.0,1,1,2,0.0,3.0,1,2.0
5247,47,18.0,1,6,24,12.490537471612415,15093,2,1,2.0,1,2,2,123750.0,247500.0,2,5.0,11.0,2,1,2,1.0,0.0,1,1.0
5248,30,43.0,1,6,24,17.91790342431043,8723,2,1,2.0,1,1,2,123750.0,247500.0,2,3.0,2.0,2,2,2,1.0,2.0,2,2.0
5249,59,15.0,1,0,5,7.279870580078576,21635,2,1,2.0,2,1,2,78750.0,157500.0,4,1.0,1.0,10,2,2,2.0,2.0,1,1.0
5250,33,46.0,2,14,20,10.16489722159476,6808,2,1,4.0,1,2,2,45000.0,180000.0,3,0.0,10.0,7,1,2,3.0,0.0,1,2.0
5251,36,45.0,1,1,5,11.266094420600858,12730,2,1,2.0,3,1,1,78750.0,157500.0,2,1.0,4.0,4,1,2,3.0,2.0,1,2.0
5252,42,9.0,1,6,5,8.778774873195474,13035,2,1,2.0,1,1,2,78750.0,157500.0,2,0.0,2.0,2,1,2,0.0,2.0,1,2.0
5253,46,24.0,1,11,19,5.357653109819982,12836,2,1,1.0,5,1,2,112500.0,112500.0,2,11.0,7.0,2,1,2,0.0,1.0,2,1.0
5254,31,54.0,1,9,2,15.040106951871659,8272,3,1,2.0,1,2,2,112500.0,225000.0,2,3.0,11.0,2,2,2,3.0,1.0,2,2.0
5255,52,7.0,2,12,8,19.13183963266868,14653,1,1,2.0,1,2,2,225000.0,450000.0,2,0.0,8.0,3,2,2,2.0,1.0,1,2.0
5256,27,54.0,1,3,0,9.88750219722271,9000,2,1,3.0,1,2,2,37500.0,112500.0,1,3.0,0.0,1,2,2,3.0,1.0,2,2.0
5257,63,17.0,2,0,5,6.7946505608283,23180,2,1,2.0,1,2,2,78750.0,157500.0,4,4.0,4.0,10,1,2,3.0,3.0,1,2.0
5258,32,26.0,1,0,33,12.843513006605235,11649,1,1,1.0,4,1,2,157500.0,157500.0,2,2.0,4.0,5,1,2,0.0,0.0,1,2.0
5259,27,32.0,1,4,34,18.844221105527637,8392,1,1,1.0,4,2,2,225000.0,225000.0,2,2.0,3.0,1,1,1,0.0,2.0,2,1.0
5260,39,38.0,2,15,32,7.0058256327842505,8798,2,1,3.0,1,2,2,46500.0,139500.0,2,10.0,5.0,2,1,2,2.0,0.0,2,2.0
5261,50,17.0,1,12,5,6.7967030595952185,13969,2,1,2.0,5,1,2,78750.0,157500.0,2,7.0,9.0,1,1,1,1.0,3.0,2,2.0
5262,44,24.0,1,16,20,8.068492536644404,10159,2,1,3.0,1,1,2,60000.0,180000.0,1,1.0,2.0,2,2,2,3.0,3.0,1,2.0
5263,58,16.0,1,0,19,5.395429753620463,21268,2,1,1.0,3,2,2,114750.0,114750.0,4,0.0,0.0,10,1,2,2.0,2.0,1,2.0
5264,27,8.0,1,0,33,17.906884202148827,9674,1,1,1.0,4,2,2,180000.0,180000.0,1,4.0,10.0,6,1,2,1.0,2.0,1,2.0
5265,34,27.0,2,3,31,8.651381372828254,11280,2,1,2.0,1,1,2,60750.0,121500.0,2,2.0,4.0,8,1,1,0.0,3.0,2,2.0
5266,41,32.0,2,8,32,8.55327468230694,11956,2,1,4.0,1,2,2,39375.0,157500.0,2,2.0,2.0,3,2,2,1.0,0.0,2,2.0
5267,50,32.0,1,10,23,7.7023557497410025,14495,1,1,2.0,1,1,2,85500.0,171000.0,2,11.0,3.0,5,1,2,1.0,2.0,1,2.0
5268,32,22.0,2,10,0,7.254788160185723,7955,2,1,5.0,1,1,2,22500.0,112500.0,2,7.0,1.0,1,2,1,3.0,0.0,2,2.0
5269,53,4.0,1,8,17,15.894039735099337,16494,1,2,2.0,1,2,2,180000.0,360000.0,1,4.0,9.0,3,1,2,0.0,0.0,1,2.0
5270,64,49.0,2,0,16,5.729321393710478,23563,2,1,2.0,1,2,2,67500.0,135000.0,4,5.0,5.0,10,2,2,2.0,2.0,1,2.0
5271,40,40.0,1,9,0,6.142506142506143,11609,2,1,3.0,1,1,2,37500.0,112500.0,1,6.0,2.0,4,2,2,1.0,2.0,2,0.0
5272,53,44.0,1,5,6,9.591326105087573,17556,2,1,1.0,4,1,2,207000.0,207000.0,1,4.0,9.0,4,1,2,3.0,0.0,1,1.0
5273,61,21.0,1,0,16,6.4025610244097635,22491,2,1,2.0,1,1,2,72000.0,144000.0,4,5.0,5.0,10,1,2,1.0,1.0,1,2.0
5274,54,8.0,1,3,5,7.496430271299381,18426,2,1,2.0,1,1,2,78750.0,157500.0,2,9.0,2.0,15,1,2,0.0,0.0,1,2.0
5275,36,24.0,2,2,26,15.573089700996677,12464,1,1,4.0,1,2,2,56250.0,225000.0,2,4.0,7.0,7,1,2,2.0,0.0,1,2.0
5276,33,1.0,2,0,5,12.42015613910575,12067,2,1,2.0,1,2,5,78750.0,157500.0,2,4.0,6.0,6,2,1,3.0,3.0,2,1.0
5277,53,58.0,1,0,30,10.315317609902705,19631,1,1,2.0,1,2,2,101250.0,202500.0,4,6.0,6.0,10,1,2,0.0,0.0,1,2.0
5278,55,31.0,2,0,30,10.154710287741427,20296,2,1,2.0,1,1,2,103050.0,206100.0,4,4.0,4.0,10,2,2,3.0,3.0,1,2.0
5279,36,42.0,2,0,2,16.644474034620504,13178,1,2,2.0,2,2,2,112500.0,225000.0,1,0.0,7.0,3,1,1,2.0,2.0,1,0.0
5280,60,57.0,1,0,24,11.195548921156195,22107,1,1,2.0,1,1,2,123750.0,247500.0,4,4.0,4.0,10,1,2,2.0,2.0,1,2.0
5281,44,50.0,1,9,20,8.982932428386066,12758,2,1,3.0,3,2,2,60000.0,180000.0,2,6.0,5.0,12,2,2,2.0,2.0,1,0.0
5282,27,6.0,1,4,5,13.75906351008998,8305,1,1,2.0,1,1,2,78750.0,157500.0,2,5.0,0.0,6,1,2,2.0,2.0,1,1.0
5283,54,6.0,2,20,17,13.127666557269446,12493,1,1,2.0,1,2,2,180000.0,360000.0,2,5.0,8.0,2,1,2,3.0,0.0,1,2.0
5284,48,42.0,1,1,19,4.437626691502767,17499,2,1,1.0,4,1,2,81000.0,81000.0,2,7.0,7.0,14,2,1,1.0,3.0,2,2.0
5285,40,23.0,2,3,2,14.237802948807188,13397,2,1,2.0,1,2,2,112500.0,225000.0,2,6.0,2.0,3,1,2,1.0,1.0,1,0.0
5286,44,51.0,1,8,32,6.934100364682315,13361,2,2,3.0,1,1,2,45000.0,135000.0,2,7.0,1.0,14,1,1,1.0,0.0,1,1.0
5287,58,50.0,1,0,33,7.3266037121458805,21497,2,1,1.0,5,1,2,157500.0,157500.0,4,8.0,8.0,10,1,2,3.0,3.0,1,2.0
5288,59,42.0,1,0,33,7.025438515933511,21778,2,1,1.0,3,1,2,153000.0,153000.0,4,5.0,5.0,10,2,2,3.0,3.0,1,2.0
5289,45,8.0,1,3,34,12.91284532718168,15189,2,1,1.0,4,2,2,229500.0,229500.0,2,9.0,2.0,7,2,2,2.0,1.0,2,2.0
5290,37,19.0,1,14,24,13.071722826661032,8206,2,1,2.0,1,2,2,123750.0,247500.0,3,8.0,9.0,8,1,2,2.0,0.0,1,2.0
5291,38,19.0,2,8,0,7.950530035335689,10876,2,1,4.0,1,1,2,33750.0,135000.0,2,8.0,2.0,2,1,1,1.0,1.0,1,2.0
5292,25,5.0,1,5,9,7.138450691812814,6997,2,1,2.0,1,1,2,40500.0,81000.0,2,5.0,5.0,2,1,1,2.0,3.0,2,1.0
5293,56,40.0,1,0,11,6.597595542957678,20462,2,1,1.0,4,1,2,135000.0,135000.0,4,10.0,10.0,10,2,2,3.0,3.0,1,0.0
5294,40,5.0,1,20,20,8.149221296631655,7286,3,1,3.0,1,1,2,60000.0,180000.0,1,9.0,2.0,5,2,1,2.0,0.0,2,2.0
5295,31,37.0,2,5,9,6.65335994677312,9671,1,1,4.0,1,1,2,22500.0,90000.0,2,2.0,10.0,9,2,2,1.0,1.0,2,2.0
5296,45,14.0,2,1,9,5.235297539410157,15881,2,1,4.0,1,2,2,22500.0,90000.0,1,11.0,1.0,7,1,2,2.0,0.0,1,2.0
5297,61,3.0,1,0,5,7.02685821361649,22414,1,1,2.0,1,1,2,78750.0,157500.0,4,3.0,3.0,10,2,2,2.0,2.0,1,0.0
5298,41,41.0,2,5,9,4.743499648629656,13048,2,1,3.0,1,1,2,27000.0,81000.0,2,10.0,2.0,1,1,1,3.0,0.0,2,0.0
5299,41,5.0,1,6,20,10.344827586206897,12832,2,1,3.0,1,1,2,60000.0,180000.0,2,11.0,7.0,2,1,2,3.0,1.0,1,0.0
5300,31,29.0,2,0,31,9.646715829188818,11516,1,2,2.0,1,1,2,56250.0,112500.0,1,2.0,11.0,6,2,2,3.0,1.0,1,2.0
5301,23,14.0,1,0,31,12.639029322548028,8497,2,2,2.0,1,2,2,56250.0,112500.0,2,1.0,7.0,15,1,2,2.0,1.0,1,2.0
5302,47,13.0,2,6,10,15.93484419263456,14928,2,1,2.0,1,2,2,157500.0,315000.0,2,2.0,5.0,3,1,2,2.0,0.0,1,2.0
5303,63,35.0,1,0,19,3.8689708537529017,23262,2,1,1.0,4,1,2,90000.0,90000.0,4,7.0,7.0,10,2,2,3.0,3.0,1,1.0
5304,44,24.0,1,2,26,11.782160935590854,15181,2,1,3.0,1,2,2,67500.0,202500.0,1,11.0,2.0,7,1,2,0.0,0.0,1,2.0
5305,32,42.0,2,6,3,47.83163265306123,9712,1,1,2.0,1,2,2,337500.0,675000.0,3,1.0,11.0,5,1,2,1.0,3.0,1,2.0
5306,39,12.0,1,9,23,10.11975037949064,10901,1,1,2.0,1,2,2,90000.0,180000.0,2,10.0,3.0,2,1,1,1.0,1.0,1,2.0
5307,30,16.0,2,7,0,8.884826325411334,8371,2,1,4.0,1,1,2,30375.0,121500.0,1,7.0,3.0,2,1,1,2.0,3.0,2,1.0
5308,39,45.0,2,5,32,8.070164845118049,12631,2,1,3.0,1,1,2,44550.0,133650.0,1,6.0,1.0,1,1,2,1.0,0.0,1,2.0
5309,30,38.0,1,5,35,5.108605161583289,9039,2,1,2.0,3,1,2,33750.0,67500.0,2,10.0,1.0,9,2,2,1.0,3.0,2,0.0
5310,43,9.0,1,7,16,7.245210111093222,13117,2,1,2.0,1,1,2,67500.0,135000.0,1,1.0,5.0,6,2,2,3.0,1.0,2,2.0
5311,26,3.0,1,5,32,12.33510364913483,8004,2,1,4.0,1,1,1,36000.0,144000.0,2,3.0,2.0,2,1,2,1.0,3.0,2,1.0
5312,59,29.0,2,21,24,8.491138216860975,13648,2,1,2.0,1,2,2,126000.0,252000.0,2,2.0,10.0,6,2,2,2.0,1.0,1,2.0
5313,60,6.0,1,0,16,6.570542069720752,21916,2,1,2.0,1,1,2,72000.0,144000.0,4,10.0,10.0,10,2,2,2.0,2.0,1,2.0
5314,42,31.0,2,18,33,8.129714105053973,8561,2,1,1.0,3,1,2,180000.0,180000.0,1,7.0,9.0,6,1,1,1.0,3.0,1,1.0
5315,35,33.0,2,5,2,14.859331660282658,10906,1,1,2.0,1,2,2,112500.0,225000.0,3,2.0,3.0,7,2,1,0.0,2.0,2,0.0
5316,57,49.0,1,25,2,7.374631268436578,11752,2,1,2.0,1,1,2,112500.0,225000.0,2,8.0,7.0,1,2,1,2.0,2.0,1,2.0
5317,27,53.0,1,4,16,11.62190082644628,8566,1,2,2.0,2,1,2,67500.0,135000.0,1,0.0,9.0,1,1,2,1.0,3.0,1,2.0
5318,43,54.0,2,12,24,12.119283126040544,11442,2,1,2.0,1,1,2,123750.0,247500.0,1,3.0,9.0,5,1,1,0.0,2.0,1,2.0
5319,40,7.0,1,1,9,4.3828322836179465,14343,2,1,1.0,3,1,2,67500.0,67500.0,1,3.0,10.0,1,1,1,0.0,1.0,1,2.0
5320,37,50.0,1,3,32,9.084180068636027,12517,2,1,3.0,1,1,3,45000.0,135000.0,1,0.0,9.0,4,1,1,3.0,0.0,1,1.0
5321,44,32.0,1,1,30,11.944083991978294,15644,2,1,2.0,1,1,2,101250.0,202500.0,2,3.0,5.0,3,1,2,0.0,2.0,1,2.0
5322,48,19.0,1,10,5,7.331037050828524,13650,2,1,2.0,1,1,2,78750.0,157500.0,2,9.0,11.0,1,1,2,1.0,2.0,1,1.0
5323,43,32.0,1,10,9,4.587623610969517,12272,2,1,2.0,2,1,2,45000.0,90000.0,3,3.0,1.0,6,2,2,1.0,1.0,2,2.0
5324,42,42.0,2,4,23,10.423905489923557,13978,2,1,2.0,1,2,2,90000.0,180000.0,2,4.0,9.0,2,1,2,3.0,0.0,1,1.0
5325,46,59.0,1,9,27,16.49640744904443,13275,1,1,3.0,1,1,2,112500.0,337500.0,2,10.0,10.0,1,1,2,1.0,0.0,1,2.0
5326,46,11.0,1,1,11,7.605205340544194,16523,2,1,1.0,4,2,2,135000.0,135000.0,2,7.0,10.0,2,1,2,0.0,0.0,1,1.0
5327,62,6.0,1,0,30,8.819686411149826,22960,2,1,2.0,1,1,2,101250.0,202500.0,4,9.0,9.0,10,1,2,0.0,0.0,1,2.0
5328,32,17.0,1,5,33,11.31384239637957,10097,2,1,1.0,3,1,2,157500.0,157500.0,1,4.0,0.0,4,2,2,3.0,2.0,1,2.0
5329,32,36.0,1,10,5,9.942554131683606,8089,1,1,2.0,1,2,2,78750.0,157500.0,3,2.0,5.0,6,1,1,1.0,3.0,1,1.0
5330,43,33.0,1,7,16,7.245210111093222,13117,2,1,2.0,1,1,2,67500.0,135000.0,1,1.0,5.0,6,2,2,3.0,1.0,2,2.0
5331,47,3.0,1,9,5,7.522927015666794,13744,2,1,2.0,1,2,2,78750.0,157500.0,2,2.0,2.0,3,2,1,1.0,3.0,1,1.0
5332,45,38.0,1,2,16,7.666969559291231,15848,2,1,2.0,3,2,2,67500.0,135000.0,2,5.0,0.0,2,1,2,1.0,0.0,1,2.0
5333,49,27.0,2,1,10,16.882838460713902,17808,1,2,2.0,5,1,2,157500.0,315000.0,3,7.0,5.0,1,2,2,0.0,0.0,1,1.0
5334,58,14.0,1,6,21,11.457184078757532,18804,2,1,1.0,4,1,2,270000.0,270000.0,1,10.0,2.0,9,1,2,2.0,2.0,1,2.0
5335,54,15.0,2,3,24,12.73705066515709,18728,1,1,2.0,1,1,2,135000.0,270000.0,2,5.0,0.0,8,2,1,3.0,3.0,1,0.0
5336,58,48.0,1,0,35,1.9124521886952826,21177,2,1,2.0,1,1,2,20250.0,40500.0,4,9.0,9.0,10,1,2,1.0,1.0,1,0.0
