index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,age,employed_year,work_phone,phone,email,occyp_type,family_size,begin_year,credit
6237,0,0,0,0,450000.0,1,2,0,0,39.63013698630137,11.356164383561644,1,1,0,4,2,3.75,2
6238,1,0,1,1,337500.0,0,0,0,0,35.04109589041096,9.12054794520548,0,0,1,2,3,2.1666666666666665,0
6239,0,1,1,1,112500.0,0,1,0,0,43.8986301369863,2.643835616438356,0,1,0,5,3,4.083333333333333,0
6240,1,0,1,0,180000.0,2,0,0,0,64.01369863013699,0.0,0,0,0,0,2,0.4166666666666667,2
6241,0,1,1,0,126000.0,0,1,0,0,49.9013698630137,9.610958904109589,0,0,1,3,2,1.8333333333333333,2
6242,1,0,1,1,99000.0,0,1,0,0,45.81095890410959,24.315068493150687,1,1,0,2,3,3.0,2
6243,1,1,0,0,292500.0,3,1,2,0,28.263013698630136,4.468493150684932,0,0,0,6,2,0.9166666666666666,2
6244,0,1,0,3,112500.0,0,1,0,0,29.835616438356166,5.298630136986302,0,0,0,5,5,4.583333333333333,2
6245,1,0,0,0,202500.0,0,0,3,0,46.21369863013699,11.4,0,0,0,1,1,1.4166666666666667,2
6246,0,1,0,0,225000.0,1,0,0,0,48.66301369863014,6.8054794520547945,0,0,0,1,2,0.0,1
6247,1,0,1,0,135000.0,0,0,0,0,36.1945205479452,2.128767123287671,1,1,0,2,2,2.5,0
6248,1,1,1,2,315000.0,1,1,0,1,34.57808219178082,3.6356164383561644,0,0,0,4,4,1.3333333333333333,2
6249,1,0,1,0,157500.0,3,0,0,0,53.93698630136986,34.64931506849315,0,0,0,8,2,4.25,2
6250,1,0,1,2,67500.0,0,0,3,0,37.99452054794521,8.241095890410959,1,0,0,3,3,1.0,0
6251,1,1,0,0,216000.0,1,0,0,0,40.47945205479452,11.854794520547944,1,0,0,8,2,3.6666666666666665,2
6252,0,1,0,1,180000.0,1,1,0,0,35.41095890410959,4.638356164383562,0,0,1,18,3,1.1666666666666667,2
6253,1,1,1,3,180000.0,0,0,0,0,37.364383561643834,10.435616438356165,0,0,0,6,5,0.5833333333333334,2
6254,1,0,1,0,225000.0,1,0,3,0,43.6,14.736986301369862,0,0,0,12,1,0.6666666666666666,2
6255,1,0,1,0,112500.0,0,0,0,0,50.89041095890411,11.26849315068493,0,0,0,7,2,4.166666666666667,2
6256,0,0,1,0,99000.0,2,0,2,0,61.917808219178085,0.0,0,0,0,0,2,0.0,1
6257,1,0,0,0,202500.0,3,1,1,0,46.42739726027397,11.106849315068493,0,1,0,15,1,2.5833333333333335,2
6258,0,1,1,0,495000.0,0,0,1,3,39.33698630136986,14.72054794520548,0,0,0,9,1,0.3333333333333333,2
6259,1,0,0,0,117000.0,0,0,2,0,42.25753424657534,18.632876712328766,0,0,0,4,2,3.8333333333333335,1
6260,1,0,1,0,67500.0,0,0,0,0,59.96986301369863,23.202739726027396,1,0,0,2,2,2.5833333333333335,1
6261,1,0,0,1,225000.0,1,0,0,0,28.624657534246577,9.293150684931506,1,1,1,16,3,0.6666666666666666,2
6262,1,1,0,0,144000.0,0,0,0,0,47.62465753424657,2.4383561643835616,1,1,0,2,2,1.75,2
6263,1,0,0,1,76500.0,0,1,0,0,43.602739726027394,2.1506849315068495,1,1,0,3,3,0.8333333333333334,2
6264,1,0,1,0,180000.0,2,0,1,0,56.37534246575343,0.0,0,0,0,0,1,4.916666666666667,2
6265,0,0,1,1,135000.0,0,0,0,0,26.156164383561645,3.671232876712329,0,0,0,5,3,2.25,1
6267,1,1,1,0,337500.0,0,0,1,0,54.25753424657534,8.893150684931507,0,0,0,3,1,2.9166666666666665,2
6268,0,1,1,3,450000.0,0,0,2,0,47.38630136986301,8.432876712328767,0,0,1,4,5,1.6666666666666667,0
6269,1,0,1,0,148500.0,0,0,1,0,54.31780821917808,7.912328767123288,0,0,1,6,1,1.4166666666666667,1
6270,1,0,0,1,90000.0,0,0,0,1,28.09041095890411,4.005479452054795,0,0,0,1,3,0.5,2
6272,1,0,1,2,202500.0,0,1,0,0,30.12876712328767,6.271232876712329,0,0,1,2,4,3.9166666666666665,2
6273,0,0,0,0,225000.0,1,0,0,0,42.224657534246575,3.0986301369863014,1,0,0,1,2,2.5833333333333335,1
6274,1,0,0,0,33300.0,2,0,0,4,53.71232876712329,0.0,0,0,0,0,2,3.4166666666666665,2
6275,1,0,1,0,99000.0,2,0,0,0,62.463013698630135,0.0,0,0,0,0,2,2.25,2
6276,1,0,1,0,121500.0,0,0,0,0,60.4,5.50958904109589,0,0,0,1,2,1.1666666666666667,1
6277,0,1,0,0,157500.0,0,0,1,0,29.405479452054795,4.83013698630137,0,0,0,1,1,2.1666666666666665,2
6278,0,1,0,1,112500.0,0,0,0,3,31.734246575342464,9.334246575342465,1,0,0,1,3,5.0,2
6279,0,1,1,0,247500.0,0,0,0,0,59.608219178082194,7.410958904109589,0,0,0,5,2,3.9166666666666665,2
6280,1,0,1,0,211500.0,2,0,0,0,62.013698630136986,0.0,0,0,0,0,2,2.75,0
6281,1,0,0,0,67500.0,0,0,0,0,50.413698630136984,5.887671232876713,0,0,0,1,2,3.3333333333333335,2
6282,0,1,1,1,90000.0,0,0,0,0,38.8027397260274,6.068493150684931,0,0,0,5,3,0.4166666666666667,1
6283,1,0,1,0,189000.0,2,0,0,0,57.83561643835616,0.0,0,0,0,0,2,3.3333333333333335,1
6284,1,1,1,0,270000.0,1,0,0,0,50.56986301369863,16.476712328767125,0,1,0,7,2,2.4166666666666665,2
6285,1,1,1,1,225000.0,0,1,0,0,38.76164383561644,4.358904109589041,1,1,0,6,3,1.4166666666666667,2
6286,1,1,1,0,135000.0,1,0,4,0,59.12602739726027,14.978082191780821,0,0,0,7,1,0.3333333333333333,0
6287,0,1,1,2,472500.0,1,1,0,0,48.88767123287671,5.602739726027397,0,0,0,4,4,0.8333333333333334,2
6290,1,1,1,0,180000.0,3,0,0,0,56.558904109589044,10.610958904109589,0,0,0,8,2,0.9166666666666666,0
6291,0,1,1,0,94500.0,2,0,0,0,57.084931506849315,0.0,0,0,0,0,2,1.9166666666666667,0
6292,1,1,1,0,202500.0,0,0,1,0,23.473972602739725,2.926027397260274,0,0,0,3,1,2.1666666666666665,0
6293,1,0,1,1,135000.0,0,0,2,0,44.72054794520548,14.978082191780821,0,0,0,8,3,5.0,1
6295,1,0,1,1,90000.0,0,1,0,0,24.893150684931506,2.010958904109589,0,0,0,2,3,0.9166666666666666,2
6296,1,1,0,0,562500.0,0,1,0,0,40.14794520547945,7.76986301369863,1,0,0,4,2,2.5833333333333335,1
6297,0,1,1,0,225000.0,3,0,0,0,37.583561643835615,10.12054794520548,1,1,0,6,2,1.5,2
6298,0,1,1,0,405000.0,0,1,0,0,28.28219178082192,7.183561643835616,1,1,1,4,2,0.6666666666666666,2
6299,0,0,0,0,99000.0,3,0,2,0,60.78630136986301,14.838356164383562,0,0,0,1,2,4.916666666666667,2
6300,0,1,0,1,360000.0,0,0,0,0,33.01917808219178,12.668493150684931,0,0,0,4,3,1.5833333333333333,0
6301,1,1,1,1,157500.0,0,0,0,0,29.610958904109587,4.764383561643836,0,0,0,2,3,0.08333333333333333,1
6302,1,0,0,0,135000.0,0,0,0,0,48.775342465753425,29.484931506849314,0,0,0,7,2,4.833333333333333,2
6303,1,0,1,0,157500.0,1,0,0,0,37.778082191780825,11.04109589041096,1,1,1,9,2,0.8333333333333334,2
6305,0,0,1,1,202500.0,1,0,0,0,40.964383561643835,0.28493150684931506,0,1,0,10,3,0.75,2
6306,1,0,1,2,157500.0,1,1,0,0,37.71506849315068,0.2,0,0,0,6,4,4.333333333333333,1
6307,1,1,1,0,166500.0,0,0,0,0,43.69315068493151,2.7041095890410958,0,0,0,1,2,0.8333333333333334,2
6308,1,0,1,1,90000.0,0,1,0,0,31.70958904109589,9.884931506849314,0,1,0,6,3,2.4166666666666665,2
6310,1,1,1,0,202500.0,1,0,0,0,26.336986301369862,2.9726027397260273,0,0,0,2,2,1.8333333333333333,2
6312,1,0,1,0,135000.0,2,0,4,0,67.34246575342466,0.0,0,0,0,0,1,3.0833333333333335,2
6313,1,0,1,0,67500.0,0,0,0,0,53.75342465753425,6.016438356164383,0,0,0,2,2,4.0,2
6314,1,0,1,0,360000.0,0,0,0,0,40.23835616438356,6.747945205479452,1,1,0,9,2,4.833333333333333,2
6315,0,1,0,2,225000.0,0,0,0,0,35.07123287671233,11.936986301369863,0,0,0,1,4,4.0,2
6316,0,1,1,1,405000.0,3,1,0,0,31.594520547945205,13.471232876712328,0,0,0,4,3,4.083333333333333,2
6317,0,0,1,1,315000.0,1,0,0,0,31.16986301369863,3.0136986301369864,0,0,1,5,3,3.9166666666666665,2
6318,0,1,1,0,180000.0,0,2,0,0,46.89041095890411,12.6,0,1,0,1,2,1.0,2
6319,1,1,1,1,157500.0,0,3,0,0,39.45205479452055,3.9315068493150687,0,0,0,3,3,3.0,1
6320,1,1,0,0,54000.0,2,0,0,0,62.967123287671235,0.0,0,0,0,0,2,1.25,2
6321,1,0,1,0,112500.0,3,1,0,0,46.320547945205476,1.1753424657534246,0,0,0,15,2,4.416666666666667,2
6322,0,1,0,0,207000.0,0,0,2,0,31.936986301369863,1.789041095890411,1,0,0,1,2,0.75,2
6323,1,0,0,2,135000.0,0,0,0,0,41.23287671232877,13.635616438356164,0,0,0,1,4,1.5,2
6324,1,0,1,0,135000.0,0,0,1,0,62.33150684931507,11.558904109589042,1,1,0,15,1,2.25,2
6325,1,1,1,0,270000.0,2,0,0,0,51.87123287671233,0.0,0,1,0,0,2,1.3333333333333333,2
6327,0,0,1,0,517500.0,1,1,1,0,29.136986301369863,0.7863013698630137,0,0,0,2,1,1.5833333333333333,0
6328,1,0,1,0,90000.0,2,0,1,0,60.342465753424655,0.0,0,0,0,0,1,1.1666666666666667,2
6329,1,1,1,0,90000.0,1,0,2,0,34.536986301369865,1.3506849315068492,0,0,0,9,2,1.1666666666666667,2
6330,1,0,1,0,315000.0,1,1,0,0,48.868493150684934,1.2821917808219179,0,1,0,15,2,3.3333333333333335,2
6331,1,0,1,0,90000.0,1,0,0,0,53.37534246575343,7.884931506849315,0,0,0,1,2,0.9166666666666666,2
6333,1,0,1,0,135000.0,0,0,1,0,37.06849315068493,0.2602739726027397,0,0,0,3,1,3.75,2
6334,0,1,1,0,252000.0,1,1,0,0,37.797260273972604,7.347945205479452,0,0,0,5,2,2.0833333333333335,1
6335,1,0,0,0,135000.0,2,0,0,0,54.83013698630137,0.0,0,0,0,0,2,1.3333333333333333,1
6336,0,1,0,0,270000.0,0,0,0,0,49.04383561643836,9.893150684931507,0,0,0,1,2,1.0833333333333333,2
6337,1,1,0,0,225000.0,0,1,2,0,39.556164383561644,6.6657534246575345,0,0,0,4,2,3.75,2
6338,0,1,0,0,157500.0,1,0,0,0,53.06849315068493,6.602739726027397,1,1,0,1,2,3.25,2
6339,1,0,0,0,135000.0,2,1,0,2,53.97260273972603,0.0,0,0,0,0,2,1.75,1
6340,1,0,1,0,135000.0,1,0,0,0,43.49315068493151,7.556164383561644,1,1,0,2,2,3.9166666666666665,2
6341,1,0,1,0,112500.0,1,0,1,0,49.295890410958904,1.5205479452054795,0,0,0,10,1,3.8333333333333335,1
6342,1,0,1,0,360000.0,1,0,1,0,50.895890410958906,6.6876712328767125,0,0,0,7,1,3.3333333333333335,2
6343,1,1,1,1,225000.0,0,1,3,0,40.59178082191781,4.580821917808219,0,0,0,2,2,2.75,0
6344,1,0,1,0,112500.0,2,0,0,0,59.35616438356164,0.0,0,1,0,0,2,2.1666666666666665,2
6348,0,1,1,2,270000.0,0,0,0,0,36.602739726027394,11.194520547945206,0,0,0,1,4,4.75,1
6350,1,0,1,0,153000.0,2,1,0,0,59.9972602739726,0.0,0,1,0,0,2,2.0,0
6351,1,0,0,0,180000.0,0,1,0,0,27.254794520547946,1.9287671232876713,0,0,0,7,2,1.3333333333333333,2
6354,0,1,1,2,180000.0,3,0,0,1,45.81095890410959,5.383561643835616,0,1,0,1,4,0.0,0
6355,0,1,1,0,270000.0,0,3,3,0,52.50410958904109,10.479452054794521,1,0,0,1,1,1.8333333333333333,2
6356,1,0,0,0,270000.0,0,0,1,0,32.14794520547945,5.928767123287671,0,1,1,6,1,2.6666666666666665,2
6357,1,1,1,1,157500.0,0,0,0,0,29.610958904109587,4.764383561643836,0,0,0,2,3,1.4166666666666667,0
6358,1,1,1,0,292500.0,1,1,0,0,50.43561643835616,9.53972602739726,0,0,0,3,2,2.0,2
6360,1,0,1,0,99000.0,2,0,0,0,65.33972602739726,0.0,0,0,0,0,2,0.5,0
6361,0,1,0,0,85500.0,0,0,0,0,53.487671232876714,5.068493150684931,1,1,0,10,2,0.9166666666666666,2
6362,1,0,1,1,202500.0,0,0,0,0,44.11780821917808,9.767123287671232,0,1,0,2,3,1.4166666666666667,2
6363,1,0,1,0,166500.0,0,2,0,0,36.04383561643836,5.252054794520548,0,0,0,1,2,0.75,1
6364,1,0,1,0,202500.0,0,0,0,0,38.30958904109589,7.7835616438356166,1,0,0,1,2,2.25,2
6366,1,0,1,0,202500.0,1,0,1,0,52.2,9.942465753424658,0,0,0,6,1,4.833333333333333,1
6368,1,0,1,0,166500.0,2,1,0,0,61.8054794520548,0.0,0,0,0,0,2,3.75,2
6369,1,0,1,0,180000.0,0,1,1,0,48.035616438356165,10.345205479452055,0,0,0,8,1,0.6666666666666666,0
6370,1,1,1,0,450000.0,2,1,4,0,60.5013698630137,0.0,0,1,0,0,1,0.6666666666666666,2
6371,1,0,1,0,180000.0,0,0,3,0,35.38082191780822,0.7616438356164383,0,0,1,1,1,2.0833333333333335,1
6372,1,0,1,0,225000.0,2,0,1,0,62.94794520547945,0.0,0,0,0,0,1,0.5,2
6373,1,0,1,1,225000.0,1,0,2,0,45.21917808219178,5.101369863013699,0,1,1,2,3,2.0833333333333335,2
6374,1,0,0,0,130500.0,2,0,0,0,56.41917808219178,0.0,0,0,0,0,2,1.1666666666666667,2
6375,0,1,1,0,270000.0,0,3,3,0,52.50410958904109,10.479452054794521,1,0,0,1,1,2.75,1
6376,0,0,1,0,382500.0,0,1,0,0,27.76986301369863,1.4767123287671233,1,1,0,1,2,2.8333333333333335,2
6377,0,1,1,0,279000.0,1,1,0,0,56.56438356164384,11.065753424657535,0,1,0,1,2,2.0833333333333335,2
6378,1,0,1,0,112500.0,0,0,0,0,23.43013698630137,4.279452054794521,0,0,0,3,2,1.75,2
6379,0,0,0,1,135000.0,0,0,0,0,30.413698630136988,0.26301369863013696,1,0,0,10,3,1.0833333333333333,2
6380,1,0,1,0,135000.0,2,0,1,0,65.55890410958904,0.0,0,1,0,0,1,2.1666666666666665,0
6381,0,1,1,0,270000.0,0,0,0,0,39.21917808219178,11.347945205479451,0,0,0,1,2,0.5,2
6382,0,1,1,0,207000.0,2,1,0,0,66.6082191780822,0.0,0,0,0,0,2,2.3333333333333335,1
6385,1,0,1,0,126000.0,2,0,1,0,53.673972602739724,0.0,0,1,0,0,1,2.75,2
6386,1,1,1,1,81000.0,0,1,0,0,29.172602739726027,3.8164383561643835,1,1,0,2,3,3.5,2
6388,1,0,1,0,225000.0,1,1,1,0,46.66027397260274,1.7589041095890412,0,0,0,2,1,3.5,2
6389,1,0,0,0,135000.0,0,0,0,0,42.446575342465756,1.7671232876712328,1,0,0,1,2,2.5833333333333335,2
6390,1,1,1,0,90000.0,2,1,0,0,67.95890410958904,0.0,0,0,0,0,2,2.75,2
6391,1,0,0,0,112500.0,2,0,0,0,58.4,0.0,0,0,0,0,2,4.083333333333333,2
6392,1,1,1,0,112500.0,2,0,0,0,54.57808219178082,0.0,0,1,0,0,2,3.5,2
6395,1,0,1,1,121500.0,2,0,0,0,51.4986301369863,0.0,0,1,0,0,3,2.1666666666666665,2
6396,1,0,0,0,117000.0,2,0,0,0,63.78904109589041,0.0,0,1,0,0,2,0.08333333333333333,1
6397,1,1,1,0,157500.0,2,0,0,0,52.86027397260274,0.0,0,1,0,0,2,2.5833333333333335,2
6398,1,1,1,1,94500.0,0,0,0,0,54.19178082191781,18.764383561643836,0,0,0,4,3,0.5,0
6399,1,0,0,0,180000.0,0,0,0,0,48.49589041095891,29.515068493150686,0,0,0,8,2,0.25,1
6400,0,1,0,0,900000.0,3,1,0,0,64.08767123287672,5.263013698630137,0,1,0,2,2,4.916666666666667,0
6401,1,0,1,0,112500.0,0,0,3,0,31.624657534246577,2.682191780821918,0,0,0,3,1,2.5833333333333335,2
6402,0,0,0,0,180000.0,1,0,0,2,40.49589041095891,6.693150684931507,0,1,0,1,2,2.4166666666666665,2
6403,0,1,0,0,202500.0,0,0,0,0,23.71232876712329,2.9232876712328766,0,1,1,2,2,1.0833333333333333,0
6404,1,0,0,0,135000.0,3,0,0,0,57.19178082191781,10.36986301369863,0,0,0,6,2,1.5,2
6405,0,0,1,2,207000.0,1,0,0,0,35.602739726027394,4.134246575342465,0,0,0,4,4,0.3333333333333333,0
6406,1,0,1,0,351000.0,3,0,1,0,47.76712328767123,11.463013698630137,0,0,0,8,1,3.75,2
6407,0,0,1,0,135000.0,3,0,1,0,40.1945205479452,5.553424657534246,0,0,0,4,1,0.6666666666666666,2
6409,0,1,0,1,238500.0,0,1,0,1,31.18904109589041,5.383561643835616,1,1,0,5,3,2.25,0
6410,0,0,1,0,337500.0,0,0,1,0,45.8,3.4712328767123286,0,0,0,6,1,1.4166666666666667,1
6411,1,0,0,0,225000.0,1,0,2,0,53.391780821917806,8.545205479452054,1,0,0,3,2,0.8333333333333334,0
6413,1,1,1,0,112500.0,0,0,0,0,33.09041095890411,1.8438356164383563,1,1,0,1,2,2.3333333333333335,2
6414,1,1,1,0,360000.0,0,0,0,0,50.29041095890411,4.986301369863014,0,0,0,6,2,1.1666666666666667,2
6415,1,0,0,0,126000.0,1,0,0,0,45.775342465753425,15.780821917808218,1,0,0,4,2,3.25,2
6417,1,0,1,1,94500.0,0,1,3,0,39.88767123287671,4.032876712328767,0,1,1,1,2,1.3333333333333333,1
6418,1,1,1,0,225000.0,2,0,0,0,59.4986301369863,0.0,0,0,0,0,2,1.6666666666666667,2
6419,1,0,0,0,292500.0,1,0,2,0,51.227397260273975,29.473972602739725,0,0,0,1,2,2.4166666666666665,1
6420,1,0,1,0,333000.0,2,0,1,0,60.87123287671233,0.0,0,0,0,0,1,4.916666666666667,2
6421,1,0,1,0,180000.0,2,0,0,0,65.12328767123287,0.0,0,0,0,0,2,3.5,1
6422,1,0,1,2,63000.0,0,0,0,0,28.55068493150685,3.2958904109589042,0,0,0,8,4,1.5,2
6423,1,0,1,0,171000.0,0,0,1,3,46.40547945205479,1.8438356164383563,0,0,0,1,1,1.8333333333333333,1
6424,1,0,1,0,112500.0,2,0,0,0,59.293150684931504,0.0,0,0,0,0,2,2.25,2
6425,1,0,1,0,333000.0,2,0,1,0,60.87123287671233,0.0,0,0,0,0,1,1.75,2
6426,1,0,1,0,202500.0,2,1,1,0,58.47671232876712,0.0,0,1,1,0,1,4.333333333333333,2
6429,1,0,1,0,135000.0,2,0,0,0,57.72054794520548,0.0,0,0,0,0,2,4.416666666666667,2
6430,1,0,1,1,135000.0,0,2,3,0,27.816438356164383,1.641095890410959,0,0,0,3,2,0.25,1
6431,1,0,0,0,135000.0,2,0,4,0,57.80821917808219,0.0,0,1,0,0,1,0.9166666666666666,1
6432,1,0,0,1,135000.0,1,0,1,0,40.84109589041096,6.958904109589041,0,0,0,3,2,2.0,2
6433,1,1,0,3,135000.0,0,0,0,0,30.487671232876714,8.882191780821918,1,0,0,3,5,0.4166666666666667,2
6434,1,0,1,0,76500.0,2,0,0,0,61.1013698630137,0.0,0,0,0,0,2,2.5833333333333335,2
6435,0,0,1,0,360000.0,1,0,0,0,34.2,11.065753424657535,0,0,0,4,2,3.25,1
6436,0,1,1,1,225000.0,1,0,0,0,41.90684931506849,11.627397260273973,1,0,0,5,3,4.25,1
6437,1,0,1,0,270000.0,2,0,1,0,59.11780821917808,0.0,0,0,0,0,1,0.5833333333333334,2
6438,1,0,1,0,90000.0,2,0,0,0,67.57534246575342,0.0,0,0,0,0,2,1.0833333333333333,2
6439,0,1,0,1,238500.0,0,1,0,1,31.18904109589041,5.383561643835616,1,1,0,5,3,3.3333333333333335,2
6440,1,0,0,2,139500.0,0,2,0,1,36.07123287671233,8.186301369863013,1,1,0,2,4,2.5833333333333335,2
6441,0,1,1,0,90000.0,2,0,0,0,68.0,0.0,0,0,1,0,2,2.9166666666666665,2
6443,0,1,1,1,900000.0,1,1,2,0,46.364383561643834,6.950684931506849,0,0,0,6,3,1.6666666666666667,2
6444,0,1,1,2,270000.0,0,0,0,0,40.84109589041096,0.2602739726027397,0,0,0,5,4,2.3333333333333335,2
6445,1,1,1,1,247500.0,0,0,2,0,41.57260273972603,0.1917808219178082,1,1,1,3,3,0.9166666666666666,2
6447,1,0,1,0,126000.0,1,0,0,0,62.07945205479452,42.90684931506849,0,0,0,2,2,1.9166666666666667,2
6448,1,1,0,2,162000.0,1,2,0,0,26.471232876712328,2.180821917808219,1,1,0,2,4,3.6666666666666665,2
6449,0,1,0,0,225000.0,0,0,0,0,54.71780821917808,18.10958904109589,0,0,0,1,2,1.0833333333333333,2
6451,0,1,1,1,180000.0,0,0,0,0,46.05205479452055,9.115068493150686,0,0,0,4,3,1.0833333333333333,2
6453,0,1,0,0,247500.0,0,2,3,0,28.410958904109588,4.2465753424657535,1,1,0,4,1,0.75,2
6454,0,0,1,0,90000.0,0,0,3,3,25.553424657534247,0.26301369863013696,0,0,0,1,1,1.9166666666666667,1
6455,1,0,0,0,67500.0,0,0,0,0,27.145205479452056,5.6657534246575345,0,0,0,3,2,1.5,1
6456,1,0,0,0,157500.0,0,2,0,1,38.2,17.553424657534247,0,0,0,2,2,1.5,2
6457,1,0,1,0,126000.0,0,0,3,0,59.3041095890411,3.515068493150685,1,1,0,11,1,1.75,0
6458,1,0,1,0,135000.0,0,0,2,0,43.61643835616438,18.797260273972604,1,1,0,2,2,1.0833333333333333,0
6459,0,1,0,0,360000.0,0,1,2,0,32.441095890410956,8.471232876712328,1,0,0,4,2,3.1666666666666665,2
6460,1,0,1,0,153000.0,2,0,3,0,59.66575342465753,0.0,0,1,0,0,1,3.4166666666666665,2
6461,1,0,0,0,94500.0,0,1,0,0,46.0958904109589,0.536986301369863,0,0,0,10,2,0.8333333333333334,2
6462,0,1,0,2,135000.0,0,1,0,1,31.904109589041095,13.852054794520548,0,1,0,1,4,3.6666666666666665,2
6463,0,0,1,0,360000.0,1,0,0,0,34.2,11.065753424657535,0,0,0,4,2,3.8333333333333335,2
6464,1,0,1,2,67500.0,0,0,3,0,37.99452054794521,8.241095890410959,1,0,0,3,3,2.25,2
6465,1,0,0,1,112500.0,1,1,0,1,33.78356164383562,8.964383561643835,0,0,0,2,3,1.6666666666666667,2
6466,1,0,1,0,99000.0,2,0,0,0,62.463013698630135,0.0,0,0,0,0,2,0.6666666666666666,2
6467,1,0,1,0,103500.0,2,2,0,0,60.96986301369863,0.0,0,1,0,0,2,4.333333333333333,2
6468,1,0,0,0,76500.0,2,0,4,0,65.43835616438356,0.0,0,0,0,0,1,2.0,1
6470,1,0,1,0,112500.0,0,0,0,0,52.88767123287671,4.3863013698630136,0,0,0,3,2,1.6666666666666667,2
6471,0,0,1,0,202500.0,1,1,0,1,52.27945205479452,1.0328767123287672,0,0,0,18,2,4.0,2
6472,0,1,0,0,337500.0,0,0,0,0,39.66849315068493,2.8,0,1,0,5,2,0.4166666666666667,2
6473,1,0,1,0,171000.0,1,0,0,0,57.62191780821918,4.550684931506849,0,0,1,10,2,3.0,1
6474,1,0,1,0,180000.0,0,0,3,0,35.38082191780822,0.7616438356164383,0,0,1,1,1,3.5833333333333335,1
6475,1,0,1,0,180000.0,0,2,1,0,24.279452054794522,1.9616438356164383,0,0,0,1,1,1.5,2
6476,0,0,1,0,202500.0,0,0,1,0,26.693150684931506,8.473972602739726,0,0,0,1,1,1.75,2
6477,1,0,1,0,225000.0,2,0,0,0,58.18082191780822,0.0,0,0,0,0,2,0.6666666666666666,2
6478,1,1,0,2,315000.0,0,0,0,0,42.797260273972604,10.389041095890411,0,0,0,3,4,4.916666666666667,2
6482,1,0,1,0,112500.0,2,0,0,0,61.26301369863014,0.0,0,0,0,0,2,4.916666666666667,2
6483,0,1,0,2,202500.0,1,1,0,0,40.35616438356164,8.189041095890412,0,0,0,1,4,3.25,2
6484,1,0,0,0,135000.0,0,0,0,0,33.775342465753425,6.778082191780822,1,1,0,3,2,1.6666666666666667,2
6485,1,0,0,0,135000.0,0,1,1,0,26.898630136986302,1.4246575342465753,0,0,0,2,1,1.0,2
6486,1,0,1,0,126000.0,2,1,0,0,59.97808219178082,0.0,0,0,0,0,2,3.6666666666666665,1
6487,1,0,0,0,135000.0,2,0,4,0,62.92602739726028,0.0,0,0,0,0,1,1.1666666666666667,2
6488,0,1,0,2,139500.0,0,0,0,0,35.586301369863016,4.3780821917808215,1,1,0,2,4,1.4166666666666667,2
6489,1,0,1,1,405000.0,1,1,4,0,36.276712328767125,5.4082191780821915,1,0,0,7,2,0.8333333333333334,0
6490,1,0,1,0,112500.0,2,0,1,0,55.156164383561645,0.0,0,1,0,0,1,1.25,2
6492,1,0,0,0,315000.0,1,1,0,0,40.673972602739724,2.8,0,1,0,7,2,0.75,2
6493,1,0,0,0,234000.0,3,1,2,0,60.18356164383562,14.287671232876713,0,0,1,2,2,4.833333333333333,2
6494,1,0,1,0,247500.0,0,1,0,0,60.54794520547945,1.5835616438356164,0,0,1,4,2,1.1666666666666667,1
6495,0,0,1,0,117000.0,2,0,0,0,62.775342465753425,0.0,0,0,0,0,2,4.083333333333333,2
6496,1,0,1,1,337500.0,1,1,1,0,39.47397260273973,1.180821917808219,0,0,0,7,2,3.25,2
6498,1,0,0,0,162000.0,2,0,0,0,58.202739726027396,0.0,0,0,0,0,2,2.3333333333333335,2
6499,1,1,1,0,373500.0,0,0,4,0,56.945205479452056,4.32054794520548,0,0,0,7,1,1.9166666666666667,2
6500,0,1,1,0,180000.0,0,0,0,0,46.106849315068494,9.704109589041096,0,0,0,1,2,3.8333333333333335,2
6501,1,1,1,0,270000.0,1,0,3,0,41.16986301369863,6.183561643835616,0,1,0,3,1,1.8333333333333333,2
6502,1,0,1,0,292500.0,2,0,1,0,61.85205479452055,0.0,0,0,0,0,1,3.0833333333333335,2
6505,0,0,0,1,225000.0,1,0,0,1,48.95342465753425,5.238356164383561,0,0,0,5,3,0.75,1
6506,0,0,1,0,180000.0,0,1,1,0,25.446575342465753,2.627397260273973,0,0,0,1,1,1.1666666666666667,2
6507,1,0,0,2,112500.0,0,0,0,2,34.13972602739726,1.9561643835616438,0,1,0,8,4,3.5833333333333335,2
6508,1,0,1,0,155250.0,0,0,3,0,53.205479452054796,6.210958904109589,1,0,0,1,1,2.6666666666666665,2
6509,1,0,1,0,207000.0,1,0,1,0,53.61369863013699,5.515068493150685,0,0,0,3,1,2.5,1
6510,0,0,0,0,247500.0,0,0,0,0,49.24383561643835,3.871232876712329,0,0,0,5,2,3.8333333333333335,2
6511,0,0,0,0,157500.0,1,0,0,0,42.45479452054794,7.041095890410959,0,0,0,1,2,3.1666666666666665,2
6512,1,0,1,1,180000.0,0,0,1,0,32.11506849315069,10.008219178082191,0,0,0,8,2,1.4166666666666667,2
6513,1,0,0,0,135000.0,1,0,0,0,30.334246575342465,2.367123287671233,0,1,0,1,2,0.4166666666666667,1
6514,0,1,0,0,765000.0,0,1,0,0,45.21369863013699,3.117808219178082,0,1,0,4,2,1.3333333333333333,2
6515,1,0,1,0,67500.0,2,0,0,0,55.52876712328767,0.0,0,0,0,0,2,4.333333333333333,2
