index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
6974,1,0,1,0,148500.0,2,0,0,0,-20846,365243,1,0,0,0,0,2.0,-5.0,2.0
6975,0,1,0,0,112500.0,2,0,2,0,-21990,365243,1,0,1,0,0,2.0,-36.0,1.0
6976,1,1,1,0,225000.0,2,1,0,0,-23486,365243,1,0,0,0,0,2.0,-12.0,2.0
6977,1,0,0,0,180000.0,1,0,2,0,-16596,-427,1,0,0,0,3,2.0,-15.0,1.0
6978,1,1,0,3,135000.0,0,1,0,0,-13525,-4478,1,1,1,0,2,5.0,-25.0,1.0
6979,0,1,1,0,180000.0,0,0,0,0,-19565,-3246,1,0,0,0,0,2.0,-5.0,2.0
6980,0,0,0,0,247500.0,1,0,0,2,-8793,-1051,1,0,0,0,5,2.0,-11.0,2.0
6981,0,0,1,0,117000.0,0,0,0,0,-12821,-567,1,0,1,0,1,2.0,-4.0,1.0
6982,1,1,1,0,90000.0,2,1,0,0,-21452,365243,1,0,0,0,0,2.0,-53.0,2.0
6983,1,0,1,0,270000.0,0,1,1,0,-16668,-377,1,0,0,0,3,1.0,-26.0,2.0
6984,0,0,1,0,180000.0,1,0,0,0,-21854,-764,1,0,0,0,1,2.0,-33.0,2.0
6985,1,0,1,0,157500.0,0,0,0,0,-17211,-414,1,0,0,0,1,2.0,-8.0,2.0
6986,0,0,1,2,112500.0,0,0,2,0,-14358,-2317,1,0,0,0,0,4.0,-58.0,2.0
6987,1,0,0,0,202500.0,2,0,0,0,-21871,365243,1,0,1,0,0,2.0,-23.0,0.0
6988,1,0,1,0,112500.0,3,0,0,0,-21215,-808,1,0,0,0,8,2.0,-5.0,2.0
6989,0,1,1,0,180000.0,0,3,1,0,-11988,-2495,1,0,0,0,1,1.0,-34.0,2.0
6990,1,0,0,0,112500.0,1,1,1,1,-9052,-227,1,0,0,0,1,1.0,-15.0,2.0
6991,1,1,1,2,67500.0,0,1,0,2,-12262,-3038,1,0,0,0,15,4.0,-5.0,2.0
6992,0,0,0,2,360000.0,0,1,0,3,-15001,-1246,1,0,0,0,2,4.0,-7.0,2.0
6993,0,0,0,0,270000.0,0,0,2,0,-20770,-623,1,1,0,0,9,2.0,-8.0,1.0
6994,1,0,0,0,315000.0,0,0,3,0,-17570,-1978,1,0,0,1,2,1.0,-7.0,2.0
6995,1,1,0,0,225000.0,1,0,2,1,-16314,-1040,1,1,0,0,6,2.0,-56.0,2.0
6996,0,1,0,2,225000.0,0,0,0,0,-14136,-2628,1,1,0,0,4,4.0,-19.0,2.0
6997,0,1,1,0,135000.0,1,0,0,0,-13493,-3992,1,1,0,0,1,2.0,-18.0,2.0
6998,1,0,1,0,72000.0,0,0,0,0,-19728,-277,1,0,0,0,3,2.0,-10.0,0.0
6999,0,1,1,0,256500.0,1,1,0,0,-21503,-1674,1,0,0,1,2,2.0,-13.0,0.0
7000,1,1,1,0,225000.0,1,0,1,0,-12075,-1430,1,0,1,0,6,1.0,-32.0,1.0
7001,1,1,1,0,225000.0,1,1,1,0,-11202,-1270,1,1,0,0,2,1.0,-6.0,2.0
7002,1,0,0,0,103500.0,2,1,1,0,-24543,365243,1,0,0,0,0,1.0,-17.0,2.0
7003,1,0,1,0,450000.0,0,0,0,0,-21480,-4660,1,1,0,0,0,2.0,-29.0,2.0
7004,1,0,0,0,67500.0,1,0,2,0,-9323,-1346,1,0,0,0,0,2.0,-33.0,2.0
7005,1,0,0,1,124200.0,0,0,0,0,-14173,-1828,1,0,0,0,1,3.0,-17.0,2.0
7006,0,0,1,1,202500.0,0,3,1,0,-16396,-2783,1,1,1,0,0,2.0,-42.0,1.0
7007,1,0,1,1,270000.0,0,0,2,2,-11186,-1753,1,0,0,0,3,3.0,-20.0,0.0
7008,0,0,1,2,207000.0,1,0,0,0,-12995,-1509,1,0,0,0,4,4.0,-24.0,2.0
7009,1,1,0,0,216000.0,0,1,0,2,-11974,-282,1,0,1,0,3,2.0,-18.0,1.0
7010,1,0,0,1,135000.0,1,0,3,0,-15170,-7979,1,0,0,0,6,2.0,-51.0,2.0
7011,1,1,0,0,157500.0,0,0,0,0,-21408,-2512,1,1,0,0,0,2.0,-20.0,0.0
7012,1,0,1,1,112500.0,0,0,0,0,-13741,-5221,1,0,0,0,1,3.0,-2.0,1.0
7013,1,1,0,0,112500.0,0,1,0,2,-15417,-1569,1,0,0,0,0,2.0,-23.0,0.0
7014,1,1,0,2,135000.0,0,1,2,2,-11008,-1285,1,1,1,0,3,4.0,-41.0,2.0
7015,0,0,1,0,112500.0,0,0,0,0,-18516,-2129,1,1,1,0,13,2.0,-1.0,1.0
7016,0,0,1,0,54000.0,0,0,1,0,-20018,-1831,1,0,0,0,10,1.0,-12.0,2.0
7017,1,0,1,0,103500.0,0,2,0,0,-11855,-4583,1,0,0,0,1,2.0,-2.0,1.0
7018,1,0,1,1,135000.0,1,0,1,0,-14578,-7346,1,0,0,0,1,2.0,-12.0,2.0
7019,1,1,1,0,112500.0,0,0,0,0,-14892,-895,1,1,1,0,7,2.0,-52.0,2.0
7020,0,1,1,0,112500.0,1,0,0,0,-20502,-4450,1,0,1,0,5,2.0,-39.0,2.0
7021,0,0,1,2,180000.0,0,0,0,0,-10640,-1494,1,1,1,0,1,4.0,-22.0,2.0
7022,0,0,0,0,121500.0,0,0,0,0,-10312,-703,1,0,1,0,1,2.0,-26.0,0.0
7023,1,0,1,0,90000.0,2,0,0,0,-21289,365243,1,0,0,0,0,2.0,-55.0,1.0
7024,1,1,0,1,67500.0,3,1,0,0,-13876,-5370,1,1,0,0,6,3.0,-37.0,1.0
7025,0,1,1,0,202500.0,0,0,0,0,-8738,-126,1,1,0,0,3,2.0,-20.0,2.0
7026,1,0,1,0,135000.0,2,0,3,0,-21613,365243,1,0,0,0,0,1.0,-40.0,2.0
7027,1,0,1,1,225000.0,1,1,0,0,-13011,-1953,1,0,0,0,3,3.0,-7.0,1.0
7028,1,0,1,0,103500.0,0,2,0,0,-11855,-4583,1,0,0,0,1,2.0,-27.0,1.0
7029,0,1,1,2,135000.0,0,0,0,0,-14156,-2195,1,1,1,0,0,4.0,-53.0,1.0
7030,1,0,1,0,135000.0,0,0,0,0,-18199,-5190,1,0,0,0,11,2.0,-9.0,2.0
7031,1,0,0,0,202500.0,1,0,0,0,-13079,-2499,1,1,0,0,4,2.0,-35.0,1.0
7032,1,0,1,0,126000.0,2,0,0,0,-23914,365243,1,0,0,0,0,2.0,-29.0,2.0
7033,1,0,1,1,720000.0,1,1,0,0,-16722,-2223,1,0,0,1,4,3.0,-24.0,2.0
7034,1,0,1,0,157500.0,3,1,3,0,-20763,-11389,1,0,1,0,0,1.0,-34.0,2.0
7035,1,0,0,2,193500.0,0,1,0,1,-15011,-7614,1,1,1,0,0,4.0,-14.0,0.0
7036,1,0,1,0,270000.0,2,0,0,0,-18233,365243,1,0,0,0,0,2.0,-10.0,2.0
7037,0,1,0,2,202500.0,0,0,0,0,-15904,-3787,1,0,0,0,1,4.0,-25.0,2.0
7038,1,0,0,0,99000.0,0,1,0,0,-14661,-5521,1,0,0,0,0,2.0,-23.0,1.0
7039,0,1,0,0,148500.0,0,0,2,0,-10986,-3595,1,1,1,0,1,2.0,-24.0,2.0
7040,0,1,1,0,112500.0,0,0,0,0,-16247,-307,1,0,0,0,1,2.0,-8.0,2.0
7041,0,1,0,0,202500.0,0,0,0,1,-13720,-1394,1,0,0,0,1,2.0,-26.0,2.0
7042,0,1,1,1,270000.0,0,1,0,0,-17193,-1137,1,0,0,0,1,3.0,-13.0,2.0
7043,1,0,1,0,360000.0,0,0,0,0,-15552,-5587,1,1,1,0,1,2.0,-58.0,1.0
7044,0,0,1,0,225000.0,3,0,0,0,-12394,-381,1,0,0,0,1,2.0,-18.0,2.0
7045,0,0,0,0,247500.0,1,0,0,2,-12460,-1291,1,0,1,0,5,2.0,-19.0,2.0
7046,1,0,0,0,121500.0,0,0,1,0,-14287,-303,1,1,0,0,1,1.0,-21.0,2.0
7047,1,0,0,0,238500.0,0,0,0,0,-19305,-3296,1,1,0,0,1,2.0,-59.0,2.0
7048,1,0,0,2,126000.0,0,0,0,0,-10088,-1797,1,1,1,0,6,4.0,-22.0,2.0
7049,0,0,0,0,225000.0,3,0,0,0,-15108,-211,1,1,1,0,5,2.0,-41.0,2.0
7050,1,1,0,0,117000.0,2,0,0,0,-22655,365243,1,0,0,0,0,2.0,-15.0,2.0
7051,1,1,1,0,315000.0,1,2,1,0,-9130,-1390,1,0,1,0,2,1.0,-46.0,2.0
7052,1,0,1,3,157500.0,0,0,3,0,-10313,-991,1,0,0,0,9,4.0,-14.0,1.0
7053,1,1,1,2,135000.0,0,0,0,0,-15761,-3173,1,0,0,0,1,4.0,-27.0,0.0
7054,1,1,1,0,135000.0,1,0,0,0,-17840,-1993,1,0,1,1,6,2.0,-54.0,1.0
7055,1,0,1,0,270000.0,1,1,0,0,-21058,-2749,1,0,1,0,7,2.0,-21.0,2.0
7056,1,0,1,2,72000.0,0,0,0,0,-15368,-5496,1,1,1,0,8,4.0,-47.0,2.0
7057,0,1,1,0,315000.0,1,1,0,4,-13630,-4387,1,0,0,0,2,2.0,-31.0,1.0
7058,1,0,1,1,135000.0,1,0,2,0,-10765,-2196,1,0,0,1,0,3.0,-45.0,2.0
7059,0,1,1,0,270000.0,0,3,3,0,-19164,-3825,1,1,0,0,1,1.0,-54.0,1.0
7060,0,0,0,1,202500.0,0,0,0,0,-10512,-523,1,0,0,0,0,3.0,-40.0,2.0
7061,1,1,1,0,216000.0,0,0,0,0,-21216,-3641,1,0,0,0,4,2.0,-39.0,2.0
7062,1,1,1,0,135000.0,2,1,0,0,-20228,365243,1,0,0,0,0,2.0,-16.0,2.0
7063,1,1,1,0,202500.0,2,0,0,0,-19031,365243,1,0,0,0,0,2.0,-1.0,1.0
7064,0,1,0,0,90000.0,1,0,1,0,-12383,-2017,1,1,1,0,5,1.0,-35.0,2.0
7065,1,0,1,1,117000.0,0,1,0,0,-18989,-551,1,1,0,0,11,3.0,-1.0,0.0
7066,1,1,1,1,157500.0,0,0,0,0,-12500,-5762,1,0,0,0,4,3.0,-20.0,2.0
7067,0,1,0,1,211500.0,1,0,0,0,-14290,-2470,1,0,0,0,5,3.0,-10.0,2.0
7068,1,1,1,2,225000.0,3,1,0,0,-11359,-1726,1,0,0,0,2,4.0,-42.0,2.0
7069,1,0,1,0,54000.0,2,1,0,0,-24507,365243,1,0,0,0,0,2.0,-52.0,2.0
7070,1,0,0,0,202500.0,0,1,2,0,-15309,-5179,1,1,1,0,2,2.0,-28.0,2.0
7071,1,0,0,0,180000.0,0,0,0,0,-10309,-1610,1,0,0,0,1,2.0,-5.0,1.0
7072,1,0,1,0,157500.0,3,0,2,0,-12942,-3253,1,0,0,0,0,2.0,-52.0,2.0
7073,0,1,0,0,261000.0,3,1,0,2,-11117,-2676,1,0,0,0,2,2.0,-6.0,0.0
7074,1,0,0,2,180000.0,3,1,0,0,-11075,-2808,1,1,0,0,2,4.0,-42.0,1.0
7075,1,1,0,0,126000.0,0,0,0,0,-19097,-3529,1,0,0,0,1,2.0,-21.0,1.0
7076,1,0,1,1,54000.0,0,0,0,0,-15581,-187,1,0,0,0,0,3.0,-5.0,2.0
7077,1,0,1,1,180000.0,0,0,0,0,-13418,-2035,1,0,0,0,6,3.0,-8.0,0.0
7078,0,0,1,0,135000.0,3,1,1,2,-10660,-1935,1,0,0,0,2,1.0,-9.0,2.0
7079,0,1,1,0,337500.0,1,1,0,0,-20395,-2682,1,0,0,0,4,2.0,-30.0,2.0
7080,1,0,0,0,90000.0,2,0,0,0,-21426,365243,1,0,1,0,0,2.0,-47.0,2.0
7081,1,1,1,1,315000.0,0,0,0,0,-15506,-6099,1,0,0,0,1,3.0,-10.0,2.0
7082,1,1,0,0,135000.0,1,0,0,0,-10445,-249,1,0,0,0,1,2.0,-58.0,2.0
7083,0,1,1,0,112500.0,0,0,0,0,-10361,-269,1,1,0,0,5,2.0,-45.0,2.0
7084,1,0,1,0,112500.0,0,0,3,0,-19682,-2104,1,1,0,0,11,1.0,-17.0,2.0
7085,0,0,0,0,130500.0,0,0,1,1,-11873,-3504,1,0,0,0,1,1.0,-51.0,1.0
7086,1,1,1,1,144000.0,0,1,0,0,-12903,-2924,1,0,0,0,7,3.0,-58.0,2.0
7087,1,1,1,0,121500.0,0,1,0,0,-10145,-1682,1,0,0,1,3,2.0,-53.0,2.0
7088,0,0,1,2,135000.0,1,0,0,0,-13353,-567,1,0,0,0,0,4.0,-4.0,1.0
7089,1,0,1,0,90000.0,1,0,0,0,-15124,-431,1,0,0,0,2,2.0,-19.0,2.0
7090,1,1,1,0,202500.0,0,1,4,0,-11998,-1497,1,0,0,0,4,1.0,-47.0,1.0
7091,1,0,1,0,171000.0,0,2,0,0,-11052,-609,1,0,0,0,6,2.0,-8.0,2.0
7092,0,0,1,0,99000.0,2,0,0,0,-21146,365243,1,0,1,1,0,2.0,-31.0,2.0
7093,1,0,1,0,270000.0,1,0,0,0,-19798,-4581,1,0,1,0,0,2.0,-2.0,0.0
7094,1,1,1,0,144000.0,0,0,0,0,-16939,-1081,1,0,0,0,3,2.0,-19.0,1.0
7095,1,0,0,0,67500.0,0,0,0,0,-18549,-1160,1,1,0,0,0,2.0,-29.0,1.0
7096,0,1,0,1,225000.0,0,0,0,0,-15243,-7260,1,1,1,0,6,3.0,-28.0,2.0
7097,0,1,1,0,261000.0,0,0,0,0,-15708,-5250,1,0,0,0,1,2.0,-23.0,2.0
7098,0,1,1,0,180000.0,0,0,0,0,-12917,-1766,1,1,0,0,3,2.0,-43.0,2.0
7099,1,1,1,0,90000.0,0,0,0,0,-18178,-1751,1,1,0,0,14,2.0,-49.0,2.0
7100,1,0,0,0,112500.0,2,0,3,0,-23419,365243,1,0,0,0,0,1.0,-15.0,2.0
7101,1,0,0,0,76500.0,0,0,0,0,-16876,-97,1,1,0,0,0,2.0,-10.0,2.0
7102,0,1,1,0,157500.0,1,0,0,0,-13043,-390,1,1,1,0,1,2.0,-47.0,2.0
7103,1,0,0,0,67500.0,0,0,1,0,-20037,-4929,1,0,1,0,1,1.0,-25.0,2.0
7104,0,0,1,1,119250.0,1,0,0,0,-9373,-284,1,1,1,0,1,3.0,-8.0,0.0
7105,0,0,0,3,135000.0,0,0,0,1,-11757,-658,1,0,0,0,1,5.0,-27.0,0.0
7106,1,0,0,0,337500.0,1,0,0,3,-18080,-1718,1,1,0,0,4,2.0,-16.0,2.0
7107,1,0,1,1,112500.0,0,0,0,0,-10989,-135,1,1,1,0,0,3.0,-47.0,0.0
7108,1,0,1,0,112500.0,0,0,0,2,-20589,-3680,1,0,0,0,0,2.0,-7.0,2.0
7109,1,0,0,1,198000.0,0,0,0,0,-9919,-1200,1,1,1,0,9,3.0,-35.0,2.0
7110,1,0,0,1,135000.0,3,0,3,0,-16150,-5148,1,0,0,0,8,2.0,-39.0,2.0
7111,0,0,1,0,180000.0,0,0,2,0,-13487,-1071,1,0,0,1,1,2.0,-17.0,2.0
7112,1,1,1,0,225000.0,0,1,0,0,-12322,-3717,1,0,0,0,2,2.0,-37.0,1.0
7113,0,1,0,0,202500.0,0,3,0,3,-14727,-865,1,1,1,0,1,2.0,-1.0,0.0
7114,0,1,0,0,225000.0,1,0,0,0,-11922,-644,1,0,0,0,4,2.0,-43.0,0.0
7115,0,1,0,0,292500.0,2,0,0,0,-18875,365243,1,0,0,0,0,2.0,-17.0,1.0
7116,1,0,1,1,135000.0,1,1,0,0,-10182,-971,1,0,0,0,3,3.0,-1.0,0.0
7117,0,1,1,1,112500.0,0,0,0,0,-17067,-243,1,0,0,0,5,3.0,-25.0,2.0
7118,1,0,1,0,193500.0,1,0,0,0,-15447,-1721,1,0,0,0,3,2.0,-29.0,2.0
7119,1,0,0,0,76500.0,3,0,2,0,-17308,-6224,1,1,1,0,8,2.0,-53.0,2.0
7120,0,1,0,2,202500.0,0,1,0,0,-11736,-727,1,0,0,0,5,4.0,-38.0,2.0
7121,1,1,1,0,315000.0,1,1,0,0,-12883,-3627,1,0,0,0,4,2.0,-13.0,1.0
7122,1,0,1,1,135000.0,1,0,2,0,-10765,-2196,1,0,0,1,0,3.0,-52.0,0.0
7123,1,0,0,0,90000.0,0,1,3,0,-21887,-1526,1,0,0,0,2,1.0,-14.0,2.0
7124,0,1,1,0,252000.0,0,0,0,0,-21663,-8015,1,0,1,0,2,2.0,0.0,1.0
7125,1,0,1,0,135000.0,0,1,0,0,-8319,-689,1,1,0,0,0,2.0,-11.0,2.0
7126,0,1,1,1,135000.0,0,0,0,0,-12048,-1923,1,1,1,0,1,3.0,-6.0,1.0
7127,1,1,1,1,202500.0,1,0,0,0,-15346,-2481,1,0,0,0,1,3.0,-28.0,1.0
7128,1,1,1,2,135000.0,0,0,0,0,-15761,-3173,1,0,0,0,1,4.0,-18.0,0.0
7129,1,1,1,1,270000.0,1,4,0,0,-12155,-979,1,0,0,0,3,3.0,-37.0,1.0
7130,1,0,0,0,126000.0,2,0,0,0,-20851,365243,1,0,0,0,0,2.0,-1.0,1.0
7131,1,0,0,0,76500.0,0,0,0,0,-16876,-97,1,1,0,0,0,2.0,-10.0,2.0
7132,1,0,0,1,135000.0,0,0,2,0,-10151,-1138,1,0,0,0,1,3.0,-8.0,1.0
7133,0,1,1,1,225000.0,1,0,0,0,-17317,-285,1,0,0,0,5,3.0,-16.0,2.0
7134,0,1,0,0,112500.0,1,2,0,0,-16185,-273,1,0,1,0,1,2.0,-14.0,1.0
7135,1,0,0,0,157500.0,3,1,0,0,-11588,-801,1,1,1,0,2,2.0,-7.0,0.0
7136,1,0,1,0,112500.0,3,0,0,0,-17493,-3694,1,0,0,1,8,2.0,-39.0,2.0
7137,1,1,0,1,90000.0,3,0,0,2,-13891,-7080,1,1,1,0,8,3.0,-59.0,0.0
7138,1,1,1,0,229500.0,1,0,2,0,-18198,-3018,1,0,0,0,0,2.0,-60.0,0.0
7139,1,0,1,0,99000.0,2,0,0,0,-23235,365243,1,0,0,0,0,2.0,-26.0,2.0
7140,1,0,1,1,211500.0,0,0,0,0,-12585,-755,1,1,1,0,2,3.0,-13.0,2.0
7141,1,0,1,0,180000.0,0,0,0,0,-22011,-4273,1,0,0,0,2,2.0,-57.0,0.0
7142,1,0,1,0,90000.0,0,0,1,0,-19962,-1189,1,0,0,0,0,1.0,-30.0,2.0
7143,0,1,0,0,157500.0,1,0,0,0,-19170,-4965,1,0,0,0,1,2.0,-58.0,2.0
7144,1,0,1,0,135000.0,2,0,4,0,-22579,365243,1,0,0,0,0,1.0,-10.0,2.0
7145,1,1,1,0,360000.0,1,0,0,0,-12570,-3095,1,1,0,0,4,2.0,-6.0,2.0
7146,1,1,1,1,234000.0,1,0,0,0,-10865,-1481,1,0,0,0,3,3.0,-55.0,2.0
7147,1,0,1,1,225000.0,0,0,0,1,-10035,-170,1,0,0,0,11,3.0,-15.0,2.0
7148,0,1,1,0,315000.0,0,0,0,0,-16285,-5239,1,0,0,0,0,2.0,-20.0,1.0
7149,1,1,0,1,225000.0,1,1,2,1,-9932,-668,1,0,1,1,7,3.0,-7.0,2.0
7150,1,1,0,0,112500.0,3,0,0,0,-11664,-460,1,1,1,0,2,2.0,-4.0,1.0
7151,1,1,1,0,216000.0,0,0,0,0,-21216,-3641,1,0,0,0,4,2.0,-49.0,2.0
7152,1,0,1,1,180000.0,1,0,2,0,-11920,-2967,1,0,0,0,16,3.0,-38.0,2.0
7153,0,1,0,1,675000.0,0,0,0,2,-17157,-4549,1,0,1,1,4,3.0,-20.0,2.0
7154,0,0,1,1,180000.0,0,0,0,1,-14122,-1286,1,0,0,0,5,3.0,-30.0,2.0
7155,1,0,1,0,112500.0,0,1,2,0,-12783,-1205,1,0,0,0,2,2.0,-7.0,2.0
7156,1,0,1,0,135000.0,0,2,0,0,-13038,-1617,1,0,0,1,0,2.0,-4.0,2.0
7157,0,1,1,2,337500.0,3,0,0,4,-12977,-3970,1,0,0,0,1,4.0,-20.0,2.0
7158,1,0,0,0,225000.0,2,0,0,0,-21821,365243,1,0,0,0,0,2.0,-25.0,2.0
7159,0,1,0,0,256500.0,0,0,0,0,-13694,-246,1,1,0,0,1,2.0,-27.0,2.0
7160,1,0,1,0,216000.0,0,0,0,0,-21270,-3335,1,0,0,0,12,2.0,-21.0,2.0
7161,1,0,0,0,67500.0,0,0,0,0,-19368,-1252,1,1,0,0,0,2.0,-33.0,1.0
7162,0,1,1,1,270000.0,1,1,0,0,-14775,-5558,1,0,0,0,1,3.0,-22.0,2.0
7163,1,1,0,0,135000.0,1,1,0,0,-11616,-825,1,1,1,1,6,2.0,-7.0,2.0
7164,1,0,0,0,112500.0,0,0,0,3,-11894,-2926,1,1,0,0,0,2.0,-35.0,0.0
7165,1,0,0,0,81000.0,0,0,2,1,-11978,-2780,1,0,1,0,3,2.0,-44.0,2.0
7166,1,1,1,0,202500.0,0,1,4,0,-11998,-1497,1,0,0,0,4,1.0,-49.0,2.0
7167,0,0,0,1,189000.0,0,0,0,0,-8966,-985,1,1,0,0,5,3.0,-8.0,2.0
7168,0,0,0,1,157500.0,0,1,0,0,-12348,-380,1,0,1,0,0,3.0,-32.0,2.0
7169,1,0,1,2,337500.0,1,0,1,0,-11440,-2422,1,0,0,0,3,3.0,-17.0,2.0
7170,0,0,1,0,83250.0,2,0,0,0,-20889,365243,1,0,0,0,0,2.0,-5.0,2.0
7171,1,0,1,2,216000.0,3,1,0,0,-15444,-3112,1,0,0,1,0,4.0,-32.0,2.0
7172,1,0,1,0,144000.0,3,1,0,0,-18913,-4449,1,0,0,0,0,2.0,-32.0,2.0
7173,1,0,1,0,90000.0,2,3,1,0,-24589,365243,1,0,0,0,0,1.0,-26.0,0.0
7174,0,1,1,0,180000.0,1,0,1,0,-11675,-795,1,0,0,0,1,1.0,-52.0,2.0
7175,1,0,1,0,135000.0,1,0,0,0,-11084,-2697,1,0,0,0,4,2.0,-31.0,2.0
7176,1,1,0,0,144000.0,0,0,4,0,-14407,-1345,1,0,0,0,17,1.0,-40.0,2.0
7177,0,1,0,1,180000.0,0,0,0,0,-10900,-1436,1,0,0,0,3,3.0,-20.0,1.0
7178,1,0,1,0,202500.0,0,0,1,0,-15089,-5231,1,0,0,0,0,1.0,-27.0,2.0
7179,1,0,0,0,225000.0,1,1,0,0,-22846,-9239,1,0,0,0,0,2.0,-27.0,2.0
7180,1,0,1,1,135000.0,0,0,0,0,-12017,-192,1,0,0,0,3,3.0,-60.0,1.0
7181,1,0,0,0,135000.0,0,0,0,0,-22688,-4266,1,0,0,0,8,2.0,-58.0,2.0
7182,1,0,1,2,202500.0,0,1,0,0,-13797,-3259,1,0,1,0,6,4.0,-54.0,1.0
7183,0,1,0,0,225000.0,2,0,2,0,-18289,365243,1,0,0,0,0,2.0,-11.0,2.0
7184,0,0,1,0,171000.0,1,0,0,0,-18162,-4849,1,0,1,0,1,2.0,-17.0,1.0
7185,1,0,1,0,225000.0,1,0,0,0,-22897,-1812,1,0,0,0,4,2.0,-14.0,2.0
7186,1,0,1,0,382500.0,0,0,4,0,-18554,-5386,1,1,0,0,12,1.0,-39.0,2.0
7187,0,1,0,0,112500.0,1,2,0,0,-16185,-273,1,0,1,0,1,2.0,-20.0,1.0
7188,1,0,1,0,189000.0,3,0,3,0,-17326,-9482,1,0,0,0,8,1.0,-4.0,1.0
7189,1,1,1,0,202500.0,0,1,0,0,-14237,-958,1,0,0,1,3,2.0,-20.0,2.0
7190,1,0,1,2,54000.0,2,1,0,0,-22087,365243,1,0,0,0,0,4.0,-17.0,2.0
7191,0,1,1,0,202500.0,1,0,0,0,-17850,-2014,1,0,1,0,9,2.0,-42.0,2.0
7192,0,1,1,1,157500.0,0,0,0,0,-13441,-3078,1,0,1,0,5,3.0,-48.0,1.0
7193,1,0,1,0,112500.0,3,0,0,0,-17493,-3694,1,0,0,1,8,2.0,-13.0,2.0
7194,1,0,0,0,90000.0,0,0,1,0,-19304,-464,1,1,1,0,2,1.0,-2.0,1.0
7195,1,1,1,4,112500.0,0,1,0,0,-13671,-1974,1,0,0,0,2,6.0,-35.0,2.0
7196,1,0,1,0,157500.0,0,0,1,0,-18650,-1892,1,0,0,0,1,1.0,-17.0,2.0
7197,0,1,0,0,153000.0,0,0,1,1,-10937,-1144,1,0,0,0,1,1.0,-43.0,2.0
7198,1,0,1,0,144000.0,2,0,0,0,-19950,365243,1,0,0,0,0,2.0,-9.0,2.0
7199,1,0,1,0,202500.0,0,0,1,0,-17803,-10079,1,0,1,0,2,1.0,-18.0,1.0
7200,1,0,0,0,112500.0,0,0,0,0,-14667,-1048,1,1,1,0,7,2.0,-55.0,2.0
7201,1,0,1,0,450000.0,3,1,1,0,-20142,-3093,1,0,1,1,2,1.0,-19.0,2.0
7202,0,1,0,0,292500.0,1,0,0,0,-20874,-2722,1,0,0,0,0,2.0,-9.0,2.0
7203,1,0,0,0,135000.0,0,0,0,0,-15922,-2086,1,0,0,0,3,2.0,-52.0,2.0
7204,0,0,0,0,157500.0,1,2,1,0,-9849,-219,1,0,1,0,0,1.0,-50.0,2.0
7205,1,0,0,1,135000.0,1,0,0,0,-12269,-604,1,0,0,0,4,3.0,-25.0,2.0
7206,1,0,0,1,157500.0,0,0,0,0,-15128,-1628,1,0,0,1,12,3.0,-55.0,2.0
7207,0,1,1,2,180000.0,3,0,0,0,-12258,-5450,1,0,0,0,5,4.0,-30.0,2.0
7208,1,1,1,0,112500.0,0,1,0,0,-14369,-402,1,0,1,0,2,2.0,-5.0,2.0
7209,0,1,1,0,315000.0,0,0,2,0,-10450,-2077,1,0,0,0,3,2.0,-27.0,1.0
7210,0,1,1,0,225000.0,1,0,1,0,-8345,-789,1,0,0,0,1,1.0,-17.0,2.0
7211,1,0,1,0,112500.0,3,0,0,0,-17493,-3694,1,0,0,1,8,2.0,-5.0,2.0
7212,1,0,1,1,315000.0,1,0,3,2,-18794,-1842,1,0,1,0,11,2.0,-16.0,2.0
7213,1,0,0,0,108000.0,1,0,0,0,-15803,-9029,1,0,1,0,6,2.0,-10.0,2.0
7214,0,1,1,1,202500.0,0,0,0,0,-10218,-313,1,1,0,0,0,3.0,-56.0,2.0
7215,0,1,1,2,157500.0,2,0,0,0,-16957,365243,1,0,0,0,0,4.0,-10.0,2.0
7216,1,1,1,0,112500.0,0,0,0,0,-8768,-1038,1,0,0,0,1,2.0,-9.0,2.0
7217,0,1,0,0,225000.0,0,0,0,0,-10785,-1345,1,0,0,0,0,2.0,-29.0,2.0
7218,0,1,0,0,112500.0,1,1,0,0,-21013,-2196,1,1,0,0,0,2.0,-15.0,1.0
7219,1,1,1,1,144000.0,0,1,0,0,-12903,-2924,1,0,0,0,7,3.0,-12.0,1.0
7220,0,1,1,0,202500.0,0,0,0,2,-16896,-354,1,0,1,0,3,2.0,-21.0,2.0
7221,1,1,0,1,90000.0,0,0,0,0,-13951,-1101,1,1,0,0,3,3.0,-25.0,1.0
7222,0,1,1,0,360000.0,1,2,0,0,-19834,-477,1,0,0,0,4,2.0,-33.0,2.0
7223,1,1,1,0,202500.0,0,0,0,0,-18744,-2988,1,0,0,0,12,2.0,-26.0,2.0
7224,1,0,0,1,139050.0,2,0,0,2,-21071,365243,1,0,0,0,0,3.0,-16.0,2.0
7225,0,1,1,0,112500.0,0,0,0,0,-12733,-3185,1,1,0,0,5,2.0,-20.0,2.0
7226,0,1,1,0,225000.0,0,0,1,0,-10177,-189,1,0,0,1,4,1.0,-20.0,0.0
7227,0,0,1,0,153000.0,0,0,0,0,-12173,-309,1,0,0,0,1,2.0,-20.0,2.0
