index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,age,employed_year,work_phone,phone,email,occyp_type,family_size,begin_year
8191,1,0,1,2,90000.0,1,0,0,0,47.62739726027397,3.117808219178082,0,0,0,9,4.0,3.1666666666666665
8193,1,0,1,0,103500.0,1,0,0,0,46.59452054794521,4.298630136986302,1,1,0,3,2.0,4.333333333333333
8194,1,0,0,0,112500.0,0,0,0,0,37.273972602739725,3.6410958904109587,0,0,0,2,2.0,1.1666666666666667
8195,1,0,1,0,157500.0,2,0,1,0,66.34520547945205,-0.0,0,0,0,0,1.0,3.9166666666666665
8197,0,1,1,1,157500.0,0,0,0,0,48.13972602739726,4.131506849315069,1,0,0,1,3.0,3.25
8198,1,0,1,0,112500.0,2,0,0,0,62.43287671232877,-0.0,0,0,0,0,2.0,0.6666666666666666
8199,0,1,1,0,337500.0,1,1,0,0,50.94794520547945,20.72876712328767,0,0,0,4,2.0,1.6666666666666667
8200,0,1,1,0,270000.0,0,1,0,0,34.97260273972603,2.03013698630137,0,0,1,4,2.0,2.3333333333333335
8201,1,1,0,3,540000.0,0,1,0,0,36.25753424657534,4.802739726027397,0,0,0,1,5.0,2.3333333333333335
8202,1,0,1,0,94500.0,2,3,0,0,59.912328767123284,-0.0,0,0,0,0,2.0,0.3333333333333333
8203,1,0,0,0,225000.0,3,0,0,1,33.61369863013699,0.536986301369863,0,1,0,8,2.0,4.416666666666667
8204,1,0,1,0,112500.0,2,0,4,0,64.57534246575342,-0.0,0,0,0,0,1.0,4.583333333333333
8205,1,0,0,0,112500.0,2,0,3,0,64.16164383561645,-0.0,0,0,0,0,1.0,3.5833333333333335
8206,0,0,1,0,315000.0,0,2,0,0,36.50958904109589,7.090410958904109,1,0,0,1,2.0,0.25
8207,1,0,1,0,72000.0,0,0,0,0,49.676712328767124,2.8465753424657536,0,1,0,1,2.0,2.9166666666666665
8208,1,0,1,0,270000.0,2,1,1,0,58.35342465753425,-0.0,0,1,0,0,1.0,3.75
8209,0,0,1,1,360000.0,0,0,2,0,31.572602739726026,6.997260273972603,0,0,0,3,3.0,0.08333333333333333
8210,0,1,1,2,180000.0,0,0,0,0,43.92328767123288,3.345205479452055,0,0,0,5,4.0,0.25
8211,1,0,0,0,90000.0,0,0,1,0,33.30684931506849,4.090410958904109,0,0,0,2,1.0,1.0
8212,0,0,1,0,253800.0,1,1,0,0,56.602739726027394,8.2986301369863,0,1,0,4,2.0,1.75
8213,0,1,0,0,225000.0,0,0,1,0,29.76986301369863,1.7424657534246575,0,0,0,5,1.0,2.0833333333333335
8214,1,0,1,0,67500.0,2,0,0,0,59.53972602739726,-0.0,0,0,0,0,2.0,4.166666666666667
8215,1,1,0,1,135000.0,0,0,1,0,41.26849315068493,3.2684931506849315,0,0,0,1,2.0,3.0833333333333335
8216,1,0,0,0,202500.0,0,0,1,0,56.62739726027397,35.895890410958906,1,0,0,8,1.0,1.5833333333333333
8217,1,0,1,0,67500.0,2,0,0,2,59.778082191780825,-0.0,0,0,0,0,2.0,1.4166666666666667
8219,1,0,1,0,81000.0,1,0,0,0,49.11232876712329,1.093150684931507,0,0,0,9,2.0,3.1666666666666665
8220,1,0,1,1,135000.0,0,1,0,0,37.8986301369863,1.6904109589041096,0,0,0,7,3.0,0.5
8221,1,1,0,1,387000.0,0,1,0,0,36.07671232876712,7.052054794520548,0,0,0,4,3.0,1.8333333333333333
8222,1,0,1,0,112500.0,2,0,4,0,64.57534246575342,-0.0,0,0,0,0,1.0,0.5
8223,1,0,1,0,360000.0,2,1,0,0,60.632876712328766,-0.0,0,0,0,0,2.0,0.8333333333333334
8224,0,0,1,2,90000.0,1,0,0,0,43.8027397260274,1.5506849315068494,1,1,0,1,4.0,2.8333333333333335
8225,0,0,1,0,270000.0,0,0,0,0,46.29041095890411,0.6794520547945205,0,0,0,1,2.0,0.08333333333333333
8226,0,0,0,2,112500.0,0,0,0,3,39.391780821917806,3.328767123287671,1,0,0,1,4.0,2.8333333333333335
8227,1,0,1,0,108000.0,1,0,0,0,48.276712328767125,5.1808219178082195,0,0,0,1,2.0,4.083333333333333
8229,1,0,0,1,202500.0,0,0,0,0,33.00547945205479,9.432876712328767,0,0,0,4,3.0,0.4166666666666667
8230,0,1,0,0,67500.0,2,3,0,0,67.12328767123287,-0.0,0,0,0,0,2.0,3.75
8231,1,0,1,1,58500.0,0,0,2,0,26.471232876712328,2.936986301369863,1,1,0,2,3.0,0.6666666666666666
8232,1,0,0,0,112500.0,2,0,3,0,64.16164383561645,-0.0,0,0,0,0,1.0,3.4166666666666665
8233,1,0,0,0,144000.0,0,0,1,0,43.75342465753425,24.621917808219177,0,0,0,11,1.0,0.5
8234,1,0,0,0,135000.0,1,0,4,0,50.61095890410959,6.934246575342466,0,1,0,9,1.0,1.75
8235,0,1,1,0,450000.0,0,1,0,0,52.293150684931504,12.147945205479452,0,1,0,4,2.0,4.0
8239,0,1,1,1,360000.0,1,0,0,0,38.19178082191781,1.6904109589041096,0,0,0,4,3.0,3.6666666666666665
8241,0,1,1,2,225000.0,0,1,0,0,36.865753424657534,2.717808219178082,0,0,0,5,4.0,1.25
8242,0,1,1,0,315000.0,1,2,0,0,59.1013698630137,5.945205479452055,0,0,0,15,2.0,2.9166666666666665
8243,1,1,0,1,225000.0,1,1,2,1,27.21095890410959,1.83013698630137,0,1,1,7,3.0,1.0
8244,0,1,1,0,315000.0,0,0,0,0,49.8986301369863,3.1534246575342464,1,0,0,4,2.0,1.1666666666666667
8245,0,0,1,0,135000.0,0,0,0,1,42.635616438356166,21.435616438356163,0,1,0,1,2.0,0.16666666666666666
8246,1,0,1,0,103500.0,0,0,0,0,28.482191780821918,1.5452054794520549,0,0,1,18,2.0,1.3333333333333333
8247,1,0,1,0,157500.0,1,0,3,0,46.68493150684932,3.347945205479452,1,0,0,3,1.0,1.8333333333333333
8248,0,1,1,2,157500.0,1,0,0,0,29.134246575342466,0.27945205479452057,0,0,0,18,4.0,0.4166666666666667
8249,1,0,1,0,81000.0,2,0,0,0,56.989041095890414,-0.0,0,0,0,0,2.0,1.1666666666666667
8250,1,0,1,2,202500.0,0,0,0,2,31.41917808219178,12.186301369863013,0,0,0,1,4.0,1.75
8251,0,0,0,0,391500.0,0,0,1,2,25.32054794520548,1.3917808219178083,0,0,0,3,1.0,3.1666666666666665
8252,1,0,0,0,112500.0,2,0,2,0,62.797260273972604,-0.0,0,0,0,0,2.0,1.9166666666666667
8253,1,0,1,0,135000.0,1,0,0,0,51.41917808219178,6.63013698630137,0,0,0,3,2.0,3.5833333333333335
8254,0,1,1,0,112500.0,0,0,0,0,47.397260273972606,3.3835616438356166,0,0,0,5,2.0,2.6666666666666665
8255,1,0,1,0,135000.0,2,0,3,0,56.85479452054795,-0.0,0,0,0,0,1.0,2.3333333333333335
8257,1,0,1,0,135000.0,0,1,1,0,24.931506849315067,3.1041095890410957,0,0,0,4,1.0,2.0
8258,0,1,1,1,270000.0,0,0,0,2,24.383561643835616,1.8438356164383563,0,1,1,2,3.0,0.3333333333333333
8259,1,0,1,0,225000.0,0,0,3,0,36.83561643835616,7.473972602739726,0,1,0,1,1.0,0.25
8260,1,0,1,0,180000.0,0,1,1,0,62.273972602739725,36.75342465753425,1,1,0,3,1.0,1.75
8261,1,0,1,0,139500.0,2,0,0,3,61.12602739726027,-0.0,0,0,0,0,2.0,0.16666666666666666
8263,1,0,0,2,337500.0,0,0,0,0,30.10958904109589,5.956164383561644,0,0,0,2,4.0,0.75
8264,1,0,1,0,180000.0,0,0,0,0,54.72054794520548,14.550684931506849,0,0,0,3,2.0,2.25
8265,1,1,0,1,315000.0,1,1,0,0,39.73698630136986,6.898630136986301,0,0,0,7,3.0,2.25
8266,0,1,0,1,202500.0,0,0,0,1,32.71780821917808,9.967123287671233,0,1,0,3,3.0,0.4166666666666667
8267,1,0,1,0,180000.0,0,0,1,0,45.69041095890411,25.97808219178082,0,0,0,2,1.0,2.5833333333333335
8268,1,0,0,0,450000.0,0,1,3,0,52.18082191780822,2.745205479452055,0,1,0,2,1.0,4.666666666666667
8269,1,0,1,2,135000.0,1,0,0,0,27.90684931506849,6.342465753424658,0,0,0,8,4.0,1.75
8272,1,0,1,1,225000.0,1,1,0,0,35.64657534246575,5.35068493150685,0,0,0,3,3.0,0.08333333333333333
8273,1,0,1,0,112500.0,2,0,0,0,59.81369863013698,-0.0,0,1,0,0,2.0,3.0833333333333335
8274,0,1,0,2,180000.0,0,0,0,0,25.594520547945205,1.6849315068493151,0,0,0,1,4.0,4.083333333333333
8276,1,0,1,0,112500.0,0,0,0,0,50.89041095890411,11.26849315068493,0,0,0,7,2.0,4.25
8277,1,0,1,0,292500.0,0,0,0,0,57.57808219178082,38.40547945205479,0,0,0,8,2.0,1.6666666666666667
8278,1,0,0,0,171000.0,2,0,0,0,59.45205479452055,-0.0,0,0,0,0,2.0,3.75
8280,0,0,0,0,135000.0,0,2,2,0,30.019178082191782,4.476712328767123,0,0,0,13,2.0,2.25
8282,0,1,1,1,198000.0,0,0,0,0,42.26575342465753,9.06027397260274,1,1,0,5,3.0,1.0
8283,0,0,1,0,180000.0,3,1,0,0,66.31232876712329,6.745205479452054,0,0,0,12,2.0,2.4166666666666665
8284,1,0,0,0,63000.0,2,0,0,0,64.18904109589042,-0.0,0,0,0,0,2.0,0.75
8285,0,0,1,0,175500.0,1,0,0,0,46.12328767123287,13.997260273972604,0,0,0,1,2.0,4.666666666666667
8286,1,0,1,0,90000.0,2,0,0,0,60.367123287671234,-0.0,0,0,0,0,2.0,4.833333333333333
8287,1,0,0,0,81000.0,2,0,0,0,59.38630136986301,-0.0,0,0,0,0,2.0,4.666666666666667
8288,1,1,1,1,216000.0,0,1,0,0,27.775342465753425,3.723287671232877,0,1,0,3,3.0,0.75
8289,0,0,0,2,135000.0,0,0,0,0,37.367123287671234,1.178082191780822,0,0,0,1,4.0,3.0
8290,0,1,0,0,184500.0,0,0,0,2,49.35068493150685,3.328767123287671,0,0,0,1,2.0,3.0833333333333335
8291,0,0,1,1,270000.0,3,1,0,0,30.361643835616437,1.0301369863013699,0,0,0,2,3.0,2.8333333333333335
8292,1,0,1,0,121500.0,2,0,0,0,55.33698630136986,-0.0,0,0,0,0,2.0,0.25
8293,0,1,0,0,202500.0,3,0,0,0,31.912328767123288,11.712328767123287,1,1,0,2,2.0,4.0
8294,1,1,1,0,45000.0,2,1,0,0,61.42465753424658,-0.0,0,1,0,0,2.0,3.1666666666666665
8295,1,0,0,0,157500.0,0,1,0,0,38.62465753424657,6.183561643835616,0,0,0,2,2.0,3.5
8296,1,1,1,0,279000.0,1,1,1,4,27.504109589041096,7.810958904109589,0,0,1,4,1.0,1.5
8299,1,0,0,1,157500.0,0,1,0,0,37.12054794520548,7.882191780821918,0,1,0,7,3.0,3.0
8300,1,0,0,0,315000.0,1,1,0,0,44.35068493150685,0.8465753424657534,1,1,1,3,2.0,4.916666666666667
8301,1,0,0,1,135000.0,0,0,2,0,27.81095890410959,3.117808219178082,0,0,0,1,3.0,0.5
8302,1,0,1,0,90000.0,2,0,0,0,55.78630136986301,-0.0,0,0,0,0,2.0,0.6666666666666666
8303,1,1,0,0,247500.0,3,1,1,0,46.35068493150685,11.435616438356165,1,0,0,4,1.0,2.4166666666666665
8305,1,0,0,1,90000.0,0,0,0,1,28.09041095890411,4.005479452054795,0,0,0,1,3.0,0.16666666666666666
8306,1,0,1,0,90000.0,2,0,3,0,56.03013698630137,-0.0,0,0,0,0,1.0,2.3333333333333335
8307,1,0,1,0,135000.0,1,0,0,0,43.49315068493151,7.556164383561644,1,1,0,2,2.0,3.6666666666666665
8308,1,0,1,0,135000.0,0,0,0,0,32.61643835616438,6.767123287671233,0,1,1,9,2.0,2.75
8309,0,0,0,0,180000.0,1,1,1,0,28.805479452054794,0.27671232876712326,1,1,0,2,1.0,0.8333333333333334
8311,1,0,0,2,180000.0,1,0,0,0,40.50958904109589,2.663013698630137,1,0,0,3,4.0,2.5
8312,1,0,1,0,270000.0,1,1,1,0,38.38356164383562,8.356164383561644,0,1,1,12,1.0,1.5
8313,1,0,1,2,148500.0,0,0,0,0,33.19178082191781,2.4054794520547946,1,1,0,3,4.0,0.5
8314,1,0,1,0,193500.0,1,0,0,0,49.06575342465754,0.3315068493150685,0,0,0,1,2.0,0.5833333333333334
8315,0,0,1,0,112500.0,0,0,1,0,23.884931506849316,2.0712328767123287,0,0,0,1,1.0,0.25
8316,0,1,1,1,135000.0,3,1,0,0,24.58082191780822,0.3972602739726027,0,0,1,2,3.0,2.3333333333333335
8317,1,0,0,0,135000.0,3,0,1,0,56.512328767123286,3.5205479452054793,0,0,0,2,1.0,0.9166666666666666
8318,0,1,0,0,157500.0,1,0,0,1,46.68219178082192,11.386301369863014,0,0,0,3,2.0,4.25
8319,0,1,1,1,216000.0,0,0,0,3,46.71506849315068,3.9917808219178084,0,0,0,1,3.0,3.9166666666666665
8320,1,0,1,0,157500.0,2,0,0,0,57.45479452054794,-0.0,0,1,0,0,2.0,1.75
8321,0,0,1,0,67500.0,2,0,0,0,57.12602739726027,-0.0,0,0,0,0,2.0,1.5833333333333333
8322,1,0,0,0,157500.0,0,0,0,2,49.989041095890414,6.6219178082191785,0,0,0,2,2.0,4.75
8323,1,0,1,0,76500.0,1,0,4,0,55.19178082191781,32.62191780821918,1,1,0,3,1.0,2.3333333333333335
8324,1,0,1,0,225000.0,1,0,0,0,46.11506849315069,9.772602739726027,0,0,0,4,2.0,2.0
8325,1,0,1,0,157500.0,0,1,0,0,33.66849315068493,4.964383561643835,0,1,0,2,2.0,4.333333333333333
8326,0,0,0,0,180000.0,1,0,0,0,38.54794520547945,4.287671232876712,1,1,0,1,2.0,3.3333333333333335
8327,1,1,0,0,225000.0,0,0,0,0,40.18356164383562,2.186301369863014,1,0,0,4,2.0,2.9166666666666665
8328,0,1,1,1,225000.0,0,0,0,0,31.172602739726027,2.3753424657534246,0,1,0,5,3.0,4.25
8329,0,1,0,2,445500.0,3,1,0,2,40.83835616438356,18.7013698630137,1,0,0,2,4.0,2.3333333333333335
8330,1,0,0,0,157500.0,0,1,0,0,57.893150684931506,20.583561643835615,0,0,0,18,2.0,1.1666666666666667
8331,1,0,0,1,135000.0,1,0,0,0,39.556164383561644,0.6438356164383562,0,0,0,3,3.0,2.4166666666666665
8332,1,0,0,0,76500.0,2,0,0,0,56.416438356164385,-0.0,0,1,0,0,2.0,0.6666666666666666
8333,1,1,1,2,135000.0,0,1,0,0,33.79178082191781,1.2602739726027397,0,0,0,7,4.0,1.5
8335,1,1,1,0,135000.0,1,1,0,0,32.912328767123284,10.884931506849314,1,0,0,7,2.0,0.5833333333333334
8337,0,0,1,0,157500.0,0,0,0,0,64.12602739726027,7.16986301369863,0,0,0,10,2.0,3.5
8338,1,0,1,2,126000.0,1,1,0,0,34.0027397260274,4.857534246575343,0,0,1,4,4.0,1.5833333333333333
8339,1,0,1,0,90000.0,0,0,0,0,44.586301369863016,4.145205479452055,0,0,0,9,2.0,2.6666666666666665
8340,1,0,1,0,202500.0,1,1,1,5,33.413698630136984,6.076712328767123,0,0,0,7,1.0,1.6666666666666667
8341,0,1,1,1,202500.0,0,2,0,3,27.03013698630137,1.3397260273972602,0,0,0,1,3.0,4.583333333333333
8342,1,0,1,0,180000.0,0,0,0,0,50.51780821917808,7.556164383561644,0,0,0,1,2.0,2.6666666666666665
8343,1,0,1,0,90000.0,0,1,0,0,43.95616438356164,7.6219178082191785,1,1,0,2,2.0,2.0
8344,1,0,1,0,90000.0,2,0,4,0,57.68767123287671,-0.0,0,1,0,0,1.0,4.25
8348,1,1,1,0,315000.0,1,2,1,0,25.013698630136986,3.808219178082192,0,1,0,2,1.0,1.0
8349,1,0,1,0,99000.0,2,0,1,0,62.54520547945206,-0.0,0,0,0,0,1.0,1.8333333333333333
8352,0,1,1,0,112500.0,0,0,1,0,28.698630136986303,7.553424657534246,1,1,1,5,1.0,1.0833333333333333
8353,1,1,1,0,540000.0,0,1,3,0,36.03013698630137,10.205479452054794,0,0,0,7,1.0,3.9166666666666665
8354,0,1,1,0,176400.0,1,1,0,3,26.9013698630137,0.5205479452054794,1,1,0,3,2.0,1.6666666666666667
8355,1,0,1,1,108000.0,0,0,0,0,35.64931506849315,3.6767123287671235,0,1,0,3,3.0,0.3333333333333333
8356,0,1,1,0,176400.0,1,1,0,3,26.9013698630137,0.5205479452054794,1,1,0,3,2.0,3.25
8357,1,0,0,0,85500.0,2,0,3,0,65.97808219178083,-0.0,0,1,0,0,1.0,1.0833333333333333
8358,1,0,1,2,144000.0,0,1,0,0,37.775342465753425,18.41917808219178,1,1,0,2,4.0,0.08333333333333333
8360,0,1,1,0,247500.0,3,1,1,0,27.43013698630137,2.263013698630137,1,1,0,6,1.0,2.6666666666666665
8361,0,1,1,1,225000.0,1,0,0,0,47.443835616438356,0.7808219178082192,0,0,0,5,3.0,0.8333333333333334
8363,1,0,0,0,76500.0,2,0,4,0,65.43835616438356,-0.0,0,0,0,0,1.0,2.5833333333333335
8364,0,0,1,1,99000.0,2,0,0,0,44.72054794520548,-0.0,0,1,0,0,3.0,1.3333333333333333
8365,1,0,0,0,94500.0,2,0,0,0,58.93972602739726,-0.0,0,1,0,0,2.0,2.0833333333333335
8366,0,1,1,1,135000.0,0,2,0,0,31.884931506849316,13.723287671232876,0,1,0,1,3.0,4.5
8367,1,0,1,0,94500.0,2,0,0,0,60.657534246575345,-0.0,0,0,0,0,2.0,4.666666666666667
8368,1,0,1,0,270000.0,2,0,0,0,55.0958904109589,-0.0,0,0,0,0,2.0,4.25
8369,1,0,1,0,135000.0,2,0,3,0,59.6986301369863,-0.0,0,0,0,0,1.0,0.5
8370,1,1,0,0,56250.0,2,0,0,0,58.47123287671233,-0.0,0,0,0,0,2.0,4.0
8371,0,0,0,0,180000.0,0,0,1,0,49.74794520547945,3.1315068493150684,0,0,0,1,1.0,-0.0
8372,1,0,1,0,112500.0,0,0,0,0,56.38082191780822,8.306849315068494,1,1,0,1,2.0,1.0833333333333333
8374,1,0,1,0,72000.0,2,0,0,0,60.76438356164383,-0.0,0,0,0,0,2.0,0.25
8375,1,0,1,0,292500.0,0,0,0,0,57.57808219178082,38.40547945205479,0,0,0,8,2.0,3.4166666666666665
8376,0,0,1,1,292500.0,1,0,2,0,40.50684931506849,8.26849315068493,1,1,0,1,3.0,2.8333333333333335
8377,1,0,0,0,112500.0,0,0,0,0,40.18356164383562,2.871232876712329,1,1,0,7,2.0,4.25
8378,1,0,0,2,139500.0,0,2,0,1,36.07123287671233,8.186301369863013,1,1,0,2,4.0,2.6666666666666665
8379,1,0,1,0,135000.0,2,0,1,0,64.7095890410959,-0.0,0,0,0,0,1.0,2.4166666666666665
8380,1,1,1,0,135000.0,2,0,0,0,60.5972602739726,-0.0,0,0,0,0,2.0,0.8333333333333334
8381,0,1,0,1,112500.0,0,0,0,0,39.18082191780822,0.547945205479452,0,1,0,1,3.0,2.5
8383,1,0,1,0,94500.0,2,0,4,0,66.58082191780822,-0.0,0,0,0,0,1.0,3.0
8384,1,0,1,0,112500.0,0,0,0,0,52.88767123287671,4.3863013698630136,0,0,0,3,2.0,1.6666666666666667
8385,1,0,0,0,135000.0,0,1,0,0,29.246575342465754,3.5178082191780824,1,0,0,2,2.0,2.5833333333333335
8386,1,1,1,0,225000.0,3,0,0,0,49.61643835616438,5.682191780821918,0,0,0,4,2.0,3.5833333333333335
8387,0,0,1,0,315000.0,0,2,0,0,36.50958904109589,7.090410958904109,1,0,0,1,2.0,1.25
8388,0,1,1,2,135000.0,0,0,0,0,40.21095890410959,10.789041095890411,1,0,0,1,4.0,5.0
8389,1,0,1,0,261000.0,0,0,0,0,54.92328767123288,7.010958904109589,0,0,0,1,2.0,3.4166666666666665
8390,0,1,1,0,202500.0,1,0,1,0,29.12054794520548,8.134246575342466,0,0,1,6,1.0,2.0833333333333335
8391,0,1,1,0,252000.0,1,1,0,0,37.797260273972604,7.347945205479452,0,0,0,5,2.0,3.3333333333333335
8393,0,0,1,0,495000.0,2,0,0,0,56.06575342465754,-0.0,0,0,1,0,2.0,0.16666666666666666
8394,1,0,0,1,135000.0,1,0,1,0,40.84109589041096,6.958904109589041,0,0,0,3,2.0,0.6666666666666666
8396,1,1,1,1,130500.0,0,0,0,0,38.772602739726025,15.232876712328768,0,0,0,9,3.0,2.6666666666666665
8397,1,0,1,1,270000.0,0,0,0,0,40.69041095890411,1.3753424657534246,0,0,0,1,3.0,3.0833333333333335
8398,1,0,1,0,351000.0,3,0,1,0,47.76712328767123,11.463013698630137,0,0,0,8,1.0,0.6666666666666666
8399,1,0,1,0,135000.0,1,0,1,1,35.4,4.6,0,0,0,1,1.0,2.3333333333333335
8400,1,0,1,1,337500.0,1,1,1,0,39.47397260273973,1.180821917808219,0,0,0,7,2.0,2.6666666666666665
8401,1,1,1,0,202500.0,0,0,0,0,40.3041095890411,17.602739726027398,0,0,0,3,2.0,4.25
8402,1,0,1,0,315000.0,2,1,4,0,64.22739726027397,-0.0,0,0,0,0,1.0,1.9166666666666667
8403,1,0,1,0,360000.0,3,0,0,0,52.24657534246575,28.73972602739726,0,0,0,7,2.0,0.25
8404,1,0,0,1,112500.0,0,0,0,0,32.9972602739726,7.684931506849315,0,0,0,3,3.0,2.0833333333333335
8405,1,1,1,1,157500.0,3,0,0,0,37.83835616438356,9.26027397260274,0,0,0,1,3.0,0.5
8406,1,1,1,2,202500.0,1,0,0,0,34.635616438356166,9.035616438356165,0,0,0,6,4.0,0.5833333333333334
8407,1,0,0,0,202500.0,0,0,1,0,31.22739726027397,4.435616438356164,1,1,0,2,1.0,1.1666666666666667
8408,0,0,1,1,157500.0,3,2,0,0,24.515068493150686,4.7972602739726025,0,0,0,2,3.0,1.1666666666666667
8409,1,0,0,0,157500.0,0,0,1,0,40.558904109589044,7.545205479452055,0,0,0,1,1.0,2.75
8410,1,0,1,1,67500.0,0,0,3,0,30.482191780821918,5.717808219178083,1,1,0,7,2.0,1.3333333333333333
8411,0,0,0,1,270000.0,0,0,0,0,27.24109589041096,1.5178082191780822,1,0,0,4,3.0,0.9166666666666666
8412,1,0,1,0,292500.0,0,0,0,0,57.57808219178082,38.40547945205479,0,0,0,8,2.0,0.75
8413,0,1,1,1,180000.0,0,1,0,1,32.64931506849315,4.602739726027397,1,0,0,1,3.0,2.0833333333333335
8414,1,0,1,0,270000.0,0,0,0,2,42.32876712328767,2.1095890410958904,0,0,1,10,2.0,4.166666666666667
8415,0,1,0,1,202500.0,0,0,0,0,43.76438356164383,13.334246575342465,0,0,1,5,3.0,4.083333333333333
8416,0,1,1,1,270000.0,0,0,0,0,36.18356164383562,3.8383561643835615,0,0,0,13,3.0,1.1666666666666667
8418,1,0,1,1,292500.0,1,0,2,0,48.71506849315068,24.778082191780822,0,1,0,12,3.0,1.4166666666666667
8419,1,0,1,1,202500.0,1,2,2,0,37.09315068493151,4.528767123287671,1,1,0,2,3.0,0.5833333333333334
8420,1,0,1,1,157500.0,0,0,0,0,39.75342465753425,10.424657534246576,0,0,0,2,3.0,1.4166666666666667
8424,0,1,0,0,202500.0,1,1,1,0,27.28219178082192,2.682191780821918,0,0,1,5,1.0,0.16666666666666666
8425,1,0,0,0,162000.0,1,1,0,3,24.947945205479453,1.4575342465753425,0,0,1,7,2.0,2.0833333333333335
8426,1,0,1,1,157500.0,0,0,0,0,33.172602739726024,3.778082191780822,0,0,0,3,3.0,0.75
8427,1,1,1,1,315000.0,0,0,0,0,42.48219178082192,16.70958904109589,0,0,0,1,3.0,3.8333333333333335
8428,1,0,0,0,108000.0,3,0,0,2,24.279452054794522,4.4520547945205475,1,0,0,8,2.0,2.6666666666666665
8429,1,0,0,1,292500.0,0,2,0,0,34.12054794520548,11.04109589041096,1,1,0,3,3.0,1.8333333333333333
8430,0,0,1,0,65250.0,2,1,0,0,57.18356164383562,-0.0,0,0,0,0,2.0,3.8333333333333335
8431,0,1,1,4,157500.0,0,1,0,0,31.17808219178082,4.750684931506849,0,0,0,4,6.0,3.0833333333333335
8432,0,0,0,2,225000.0,0,1,2,0,45.93972602739726,8.46027397260274,1,0,0,1,4.0,2.75
8433,0,0,0,2,202500.0,0,0,0,1,30.01095890410959,2.041095890410959,0,0,0,5,4.0,2.5833333333333335
8434,1,0,0,1,103500.0,0,0,0,0,32.10958904109589,3.263013698630137,0,0,0,3,3.0,0.75
8435,1,1,0,1,166500.0,3,1,0,0,39.6958904109589,15.942465753424658,0,0,0,8,3.0,4.083333333333333
8436,1,0,0,0,234000.0,0,1,1,0,29.0986301369863,5.2904109589041095,0,0,0,4,1.0,0.9166666666666666
8438,1,0,1,0,58500.0,0,0,0,0,40.35890410958904,13.509589041095891,0,0,1,1,2.0,3.25
8439,1,1,1,0,90000.0,1,0,0,0,47.13972602739726,4.454794520547945,0,0,0,3,2.0,0.5
8440,1,1,1,0,157500.0,0,1,0,0,41.03013698630137,9.726027397260275,0,0,1,5,2.0,2.0
8441,1,0,1,0,270000.0,0,0,0,0,49.62739726027397,27.72876712328767,0,0,0,6,2.0,0.9166666666666666
8442,1,0,1,1,135000.0,0,2,0,0,38.62739726027397,4.427397260273972,0,0,0,2,3.0,2.5
8443,1,0,1,0,72000.0,0,0,4,0,54.583561643835615,5.693150684931507,1,1,0,11,1.0,1.1666666666666667
8445,1,0,1,0,247500.0,1,1,1,0,37.775342465753425,10.471232876712328,1,1,0,1,1.0,2.75
8446,1,0,1,0,90000.0,2,0,0,0,63.342465753424655,-0.0,0,0,0,0,2.0,4.833333333333333
8447,1,0,1,0,67500.0,2,0,0,0,53.558904109589044,-0.0,0,0,0,0,2.0,0.5
8448,0,1,1,0,157500.0,0,0,0,0,29.16986301369863,4.410958904109589,0,0,0,1,2.0,3.9166666666666665
8449,0,0,0,1,135000.0,0,0,0,0,27.715068493150685,2.410958904109589,0,0,0,1,3.0,1.0
8450,1,0,1,0,157500.0,0,0,0,0,45.90958904109589,9.610958904109589,0,0,0,2,2.0,3.5833333333333335
8451,1,1,1,1,135000.0,0,1,0,0,40.72054794520548,12.073972602739726,0,0,0,4,3.0,1.6666666666666667
8452,0,1,1,0,76500.0,0,0,0,0,49.8,6.2,1,1,0,1,2.0,1.8333333333333333
8453,1,0,1,0,157500.0,2,0,0,0,59.88767123287671,-0.0,0,0,0,0,2.0,3.5
8454,1,0,1,0,153000.0,2,0,3,0,59.66575342465753,-0.0,0,1,0,0,1.0,3.0833333333333335
8455,1,0,1,1,148500.0,0,0,0,0,41.323287671232876,2.3205479452054796,0,0,0,6,3.0,4.583333333333333
8456,1,1,0,0,112500.0,3,0,4,0,53.52876712328767,16.10958904109589,0,0,0,15,1.0,4.916666666666667
8457,1,0,1,2,157500.0,1,1,0,0,37.71506849315068,0.2,0,0,0,6,4.0,0.25
8458,1,1,0,1,225000.0,0,1,2,0,31.50958904109589,2.0136986301369864,0,0,0,2,3.0,1.6666666666666667
8459,0,1,1,0,270000.0,0,3,3,0,52.50410958904109,10.479452054794521,1,0,0,1,1.0,3.8333333333333335
8460,1,0,1,0,148500.0,2,0,0,0,52.81095890410959,-0.0,0,0,0,0,2.0,1.8333333333333333
8461,1,0,1,0,67500.0,0,0,1,1,25.013698630136986,5.767123287671233,0,0,0,6,1.0,3.25
8462,0,1,1,4,225000.0,0,0,3,0,48.64109589041096,4.627397260273972,0,0,0,5,6.0,0.5833333333333334
8463,0,1,1,1,112500.0,0,0,0,0,44.394520547945206,2.5342465753424657,1,1,0,5,3.0,4.75
8464,0,1,1,0,427500.0,3,2,1,3,32.72054794520548,8.63013698630137,0,1,0,6,1.0,0.16666666666666666
8465,0,1,1,0,180000.0,2,0,2,0,63.8054794520548,-0.0,0,1,0,0,2.0,2.25
